Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,State,longitude,latitude,discharge_amnt_total
Hybrid Fibre Coaxial (HFC),23/01/2020,5HNL-A0565,In Service,South Australia,138.516624,-34.928503,1
Hybrid Fibre Coaxial (HFC),21/01/2020,5HNL-A0567,In Service,South Australia,138.510432,-34.937178,1
Hybrid Fibre Coaxial (HFC),26/02/2020,5HNL-A0574,In Service,South Australia,138.511728,-34.924018,1
Hybrid Fibre Coaxial (HFC),1/04/2020,5HNL-A0576,In Service,South Australia,138.512937,-34.925903,1
Hybrid Fibre Coaxial (HFC),26/02/2020,5HNL-A0577,In Service,South Australia,138.515444,-34.935232,1
Hybrid Fibre Coaxial (HFC),7/02/2020,5HNL-A0579,In Service,South Australia,138.507093,-34.934766,1
Hybrid Fibre Coaxial (HFC),6/02/2020,5HNL-A0582,In Service,South Australia,138.508939,-34.9185,1
Hybrid Fibre Coaxial (HFC),11/02/2020,5HNL-A0584,In Service,South Australia,138.512796,-34.926281,1
Hybrid Fibre Coaxial (HFC),27/02/2020,5HNL-A0589,In Service,South Australia,138.51255,-34.919137,1
Hybrid Fibre Coaxial (HFC),11/02/2020,5HNL-A0595,In Service,South Australia,138.501745,-34.919769,1
Hybrid Fibre Coaxial (HFC),17/02/2020,5HNL-A0597,In Service,South Australia,138.500954,-34.931649,1
Hybrid Fibre Coaxial (HFC),19/03/2020,5HNL-A0600,In Service,South Australia,138.509671,-34.927046,1
Hybrid Fibre Coaxial (HFC),19/03/2020,5HNL-A0605,In Service,South Australia,138.5041,-34.930764,1
Hybrid Fibre Coaxial (HFC),2/04/2020,5HNL-A0606,In Service,South Australia,138.509827,-34.926445,1
Hybrid Fibre Coaxial (HFC),9/04/2020,5HNL-A0607,In Service,South Australia,138.506156,-34.931995,1
Hybrid Fibre Coaxial (HFC),16/03/2020,5HNL-A0612,In Service,South Australia,138.509709,-34.931367,1
Hybrid Fibre Coaxial (HFC),22/06/2020,5HNL-A0616,In Service,South Australia,138.524872,-34.923523,1
Hybrid Fibre Coaxial (HFC),30/04/2020,5HNL-A0617,In Service,South Australia,138.512317,-34.938011,1
Hybrid Fibre Coaxial (HFC),9/04/2020,5HNL-A0621,In Service,South Australia,138.507656,-34.939452,1
Hybrid Fibre Coaxial (HFC),24/04/2020,5HNL-A0623,In Service,South Australia,138.502828,-34.933456,1
Hybrid Fibre Coaxial (HFC),10/06/2020,5HNL-A0627,In Service,South Australia,138.506157,-34.930275,1
Hybrid Fibre Coaxial (HFC),8/04/2020,5HNL-A0629,In Service,South Australia,138.502794,-34.93095,1
Hybrid Fibre Coaxial (HFC),22/04/2020,5HNL-A0632,In Service,South Australia,138.512824,-34.924017,1
Hybrid Fibre Coaxial (HFC),23/04/2020,5HNL-A0634,In Service,South Australia,138.516011,-34.918745,1
Hybrid Fibre Coaxial (HFC),23/04/2020,5HNL-A0636,In Service,South Australia,138.516484,-34.929591,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0647,Proposed,South Australia,138.514966,-34.92723,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0651,Proposed,South Australia,138.506445,-34.919814,1
Hybrid Fibre Coaxial (HFC),15/05/2020,5HNL-A0652,In Service,South Australia,138.519433,-34.931643,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0660,Proposed,South Australia,138.50448,-34.926305,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0661,Proposed,South Australia,138.506148,-34.9319,1
Hybrid Fibre Coaxial (HFC),15/05/2020,5HNL-A0665,In Service,South Australia,138.512232,-34.925437,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0666,Proposed,South Australia,138.501569,-34.932281,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0668,Proposed,South Australia,138.500292,-34.932132,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0669,Proposed,South Australia,138.506894,-34.919536,1
Hybrid Fibre Coaxial (HFC),15/06/2020,5HNL-A0670,In Service,South Australia,138.505483,-34.938279,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0674,Proposed,South Australia,138.51647,-34.936212,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0678,Proposed,South Australia,138.505043,-34.925643,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0679,Proposed,South Australia,138.504012,-34.937953,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0680,Proposed,South Australia,138.523002,-34.925385,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0681,Proposed,South Australia,138.517972,-34.929377,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0682,Proposed,South Australia,138.505032,-34.925455,1
Hybrid Fibre Coaxial (HFC),5/04/2019,5WES-A0026,In Service,South Australia,138.53226,-34.922337,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5WES-A0057,In Service,South Australia,138.5381,-34.921768,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5WES-A0063,In Service,South Australia,138.545109,-34.919806,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5WES-A0085,In Service,South Australia,138.538581,-34.929444,1
Hybrid Fibre Coaxial (HFC),25/11/2019,5WES-A0681,In Service,South Australia,138.543751,-34.915256,1
Hybrid Fibre Coaxial (HFC),12/02/2020,5WES-A0694,In Service,South Australia,138.526896,-34.918406,1
Hybrid Fibre Coaxial (HFC),6/02/2020,5WES-A0698,In Service,South Australia,138.546023,-34.92844,1
Hybrid Fibre Coaxial (HFC),22/01/2020,5WES-A0699,In Service,South Australia,138.54019,-34.93041,1
Hybrid Fibre Coaxial (HFC),3/09/2019,5WES-A0706,In Service,South Australia,138.54736,-34.9227,1
Hybrid Fibre Coaxial (HFC),13/09/2019,5WES-A0708,In Service,South Australia,138.536582,-34.925681,1
Hybrid Fibre Coaxial (HFC),5/09/2019,5WES-A0709,In Service,South Australia,138.536533,-34.932561,1
Hybrid Fibre Coaxial (HFC),22/11/2019,5WES-A0714,In Service,South Australia,138.528128,-34.924862,1
Hybrid Fibre Coaxial (HFC),3/12/2019,5WES-A0715,In Service,South Australia,138.526124,-34.916037,1
Hybrid Fibre Coaxial (HFC),30/09/2019,5WES-A0724,In Service,South Australia,138.532918,-34.923739,1
Hybrid Fibre Coaxial (HFC),22/10/2019,5WES-A0727,In Service,South Australia,138.538824,-34.920618,1
Hybrid Fibre Coaxial (HFC),11/09/2019,5WES-A0740,In Service,South Australia,138.527843,-34.925361,1
Hybrid Fibre Coaxial (HFC),14/08/2019,5WES-A0741,In Service,South Australia,138.527851,-34.925444,1
Hybrid Fibre Coaxial (HFC),5/09/2019,5WES-A0750,In Service,South Australia,138.536365,-34.925749,1
Hybrid Fibre Coaxial (HFC),20/02/2020,5WES-A0757,In Service,South Australia,138.528492,-34.923944,1
Hybrid Fibre Coaxial (HFC),8/01/2020,5WES-A0759,In Service,South Australia,138.534828,-34.924362,1
Hybrid Fibre Coaxial (HFC),7/02/2020,5WES-A0812,In Service,South Australia,138.531728,-34.922434,1
Hybrid Fibre Coaxial (HFC),17/01/2020,5WES-A0816,In Service,South Australia,138.535321,-34.924528,1
Hybrid Fibre Coaxial (HFC),13/02/2020,5WES-A0818,In Service,South Australia,138.52847,-34.924313,1
Hybrid Fibre Coaxial (HFC),29/04/2020,5WES-A0824,In Service,South Australia,138.544899,-34.931692,1
Hybrid Fibre Coaxial (HFC),19/03/2020,5WES-A0825,In Service,South Australia,138.541309,-34.919955,1
Hybrid Fibre Coaxial (HFC),3/03/2020,5WES-A0827,In Service,South Australia,138.544109,-34.91688,1
Hybrid Fibre Coaxial (HFC),9/04/2020,5WES-A0832,In Service,South Australia,138.538365,-34.928266,1
Hybrid Fibre Coaxial (HFC),9/04/2020,5WES-A0834,In Service,South Australia,138.545768,-34.931614,1
Hybrid Fibre Coaxial (HFC),28/04/2020,5WES-A0843,In Service,South Australia,138.540616,-34.918171,1
Hybrid Fibre Coaxial (HFC),12/05/2020,5WES-A0848,In Service,South Australia,138.528565,-34.924307,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0854,Proposed,South Australia,138.541276,-34.919608,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0855,Proposed,South Australia,138.548786,-34.922996,1
Hybrid Fibre Coaxial (HFC),28/05/2020,5WES-A0857,In Service,South Australia,138.533777,-34.924683,1
Hybrid Fibre Coaxial (HFC),21/05/2020,5WES-A0858,In Service,South Australia,138.538999,-34.929925,1
Hybrid Fibre Coaxial (HFC),16/06/2020,5WES-A0861,In Service,South Australia,138.54441,-34.926367,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0866,Proposed,South Australia,138.538746,-34.914958,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0868,Proposed,South Australia,138.536412,-34.923677,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0872,Proposed,South Australia,138.543483,-34.914458,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0873,Proposed,South Australia,138.541297,-34.919829,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0885,Proposed,South Australia,138.54718,-34.922709,1
Hybrid Fibre Coaxial (HFC),22/07/2019,5HNL-A0491,In Service,South Australia,138.505597,-34.909806,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0013,In Service,South Australia,138.514651,-34.896394,1
Hybrid Fibre Coaxial (HFC),15/02/2019,5HNL-A0027,In Service,South Australia,138.493902,-34.903766,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0030,In Service,South Australia,138.510064,-34.902171,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0043,In Service,South Australia,138.524918,-34.904175,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0065,In Service,South Australia,138.528006,-34.909711,1
Hybrid Fibre Coaxial (HFC),28/06/2019,5HNL-A0070,In Service,South Australia,138.506117,-34.915714,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0074,In Service,South Australia,138.518308,-34.908362,1
Hybrid Fibre Coaxial (HFC),15/02/2019,5HNL-A0083,In Service,South Australia,138.494696,-34.910579,1
Hybrid Fibre Coaxial (HFC),28/06/2019,5HNL-A0088,In Service,South Australia,138.518641,-34.914139,1
Hybrid Fibre Coaxial (HFC),15/02/2019,5HNL-A0129,In Service,South Australia,138.501932,-34.903288,1
Hybrid Fibre Coaxial (HFC),15/02/2019,5HNL-A0138,In Service,South Australia,138.502623,-34.910229,1
Hybrid Fibre Coaxial (HFC),15/02/2019,5HNL-A0141,In Service,South Australia,138.510325,-34.909917,1
Hybrid Fibre Coaxial (HFC),15/02/2019,5HNL-A0147,In Service,South Australia,138.497668,-34.917429,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0240,Proposed,South Australia,138.514338,-34.900893,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0365,In Service,South Australia,138.519295,-34.900481,1
Hybrid Fibre Coaxial (HFC),3/10/2019,5HNL-A0375,In Service,South Australia,138.515621,-34.91078,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0381,Proposed,South Australia,138.521897,-34.905694,1
Hybrid Fibre Coaxial (HFC),19/12/2019,5HNL-A0389,In Service,South Australia,138.515184,-34.90162,1
Hybrid Fibre Coaxial (HFC),22/05/2019,5HNL-A0390,In Service,South Australia,138.519349,-34.899892,1
Hybrid Fibre Coaxial (HFC),22/05/2019,5HNL-A0393,In Service,South Australia,138.517222,-34.910664,1
Hybrid Fibre Coaxial (HFC),25/10/2019,5HNL-A0400,In Service,South Australia,138.518037,-34.896326,1
Hybrid Fibre Coaxial (HFC),12/02/2020,5HNL-A0407,In Service,South Australia,138.4957,-34.909971,1
Hybrid Fibre Coaxial (HFC),28/08/2019,5HNL-A0409,In Service,South Australia,138.523982,-34.896868,1
Hybrid Fibre Coaxial (HFC),5/09/2019,5HNL-A0410,In Service,South Australia,138.501259,-34.916887,1
Hybrid Fibre Coaxial (HFC),28/10/2019,5HNL-A0431,In Service,South Australia,138.512748,-34.912973,1
Hybrid Fibre Coaxial (HFC),29/10/2019,5HNL-A0433,In Service,South Australia,138.520592,-34.900243,1
Hybrid Fibre Coaxial (HFC),24/01/2020,5HNL-A0434,In Service,South Australia,138.516925,-34.89479,1
Hybrid Fibre Coaxial (HFC),23/03/2020,5HNL-A0435,In Service,South Australia,138.524502,-34.906838,1
Hybrid Fibre Coaxial (HFC),7/11/2019,5HNL-A0443,In Service,South Australia,138.506439,-34.900063,1
Hybrid Fibre Coaxial (HFC),5/02/2020,5HNL-A0444,In Service,South Australia,138.507714,-34.911751,1
Hybrid Fibre Coaxial (HFC),29/10/2019,5HNL-A0445,In Service,South Australia,138.502173,-34.900787,1
Hybrid Fibre Coaxial (HFC),24/01/2020,5HNL-A0450,In Service,South Australia,138.499881,-34.906448,1
Hybrid Fibre Coaxial (HFC),12/11/2019,5HNL-A0451,In Service,South Australia,138.494053,-34.899787,1
Hybrid Fibre Coaxial (HFC),25/10/2019,5HNL-A0452,In Service,South Australia,138.511679,-34.902838,1
Hybrid Fibre Coaxial (HFC),20/01/2020,5HNL-A0453,In Service,South Australia,138.50299,-34.899781,1
Hybrid Fibre Coaxial (HFC),6/03/2020,5HNL-A0458,In Service,South Australia,138.525838,-34.90297,1
Hybrid Fibre Coaxial (HFC),20/11/2019,5HNL-A0460,In Service,South Australia,138.524568,-34.910273,1
Hybrid Fibre Coaxial (HFC),26/02/2020,5HNL-A0467,In Service,South Australia,138.506666,-34.910733,1
Hybrid Fibre Coaxial (HFC),14/11/2019,5HNL-A0472,In Service,South Australia,138.518019,-34.908269,1
Hybrid Fibre Coaxial (HFC),28/11/2019,5HNL-A0475,In Service,South Australia,138.525925,-34.902415,1
Hybrid Fibre Coaxial (HFC),22/11/2019,5HNL-A0476,In Service,South Australia,138.531513,-34.912452,1
Hybrid Fibre Coaxial (HFC),11/06/2019,5HNL-A0479,In Service,South Australia,138.524985,-34.906287,1
Hybrid Fibre Coaxial (HFC),29/08/2019,5HNL-A0482,In Service,South Australia,138.502693,-34.907655,1
Hybrid Fibre Coaxial (HFC),13/08/2019,5HNL-A0483,In Service,South Australia,138.507612,-34.910328,1
Hybrid Fibre Coaxial (HFC),13/08/2019,5HNL-A0484,In Service,South Australia,138.506619,-34.908422,1
Hybrid Fibre Coaxial (HFC),18/07/2018,5HNL-A0485,In Service,South Australia,138.508674,-34.906975,1
Hybrid Fibre Coaxial (HFC),21/10/2019,5HNL-A0486,In Service,South Australia,138.525896,-34.912848,1
Hybrid Fibre Coaxial (HFC),19/09/2019,5HNL-A0487,In Service,South Australia,138.524489,-34.909917,1
Hybrid Fibre Coaxial (HFC),11/09/2019,5HNL-A0488,In Service,South Australia,138.522984,-34.908628,1
Hybrid Fibre Coaxial (HFC),27/06/2019,5HNL-A0489,In Service,South Australia,138.523621,-34.908159,1
Hybrid Fibre Coaxial (HFC),20/08/2019,5HNL-A0490,In Service,South Australia,138.523741,-34.908145,1
Hybrid Fibre Coaxial (HFC),22/05/2019,5HNL-A0493,In Service,South Australia,138.515719,-34.910774,1
Hybrid Fibre Coaxial (HFC),21/08/2019,5HNL-A0494,In Service,South Australia,138.520216,-34.907673,1
Hybrid Fibre Coaxial (HFC),8/10/2019,5HNL-A0495,In Service,South Australia,138.516587,-34.905365,1
Hybrid Fibre Coaxial (HFC),14/06/2019,5HNL-A0496,In Service,South Australia,138.497041,-34.900113,1
Hybrid Fibre Coaxial (HFC),30/09/2019,5HNL-A0497,In Service,South Australia,138.500428,-34.905462,1
Hybrid Fibre Coaxial (HFC),28/06/2018,5HNL-A0498,In Service,South Australia,138.4994,-34.90224,1
Hybrid Fibre Coaxial (HFC),7/10/2019,5HNL-A0499,In Service,South Australia,138.503569,-34.899678,1
Hybrid Fibre Coaxial (HFC),14/05/2019,5HNL-A0500,In Service,South Australia,138.511507,-34.901834,1
Hybrid Fibre Coaxial (HFC),1/10/2019,5HNL-A0501,In Service,South Australia,138.516772,-34.901539,1
Hybrid Fibre Coaxial (HFC),11/09/2019,5HNL-A0502,In Service,South Australia,138.514726,-34.901102,1
Hybrid Fibre Coaxial (HFC),16/09/2019,5HNL-A0507,In Service,South Australia,138.499275,-34.912488,1
Hybrid Fibre Coaxial (HFC),31/08/2018,5HNL-A0509,In Service,South Australia,138.492685,-34.907742,1
Hybrid Fibre Coaxial (HFC),11/06/2019,5HNL-A0510,In Service,South Australia,138.492668,-34.908646,1
Hybrid Fibre Coaxial (HFC),11/06/2019,5HNL-A0511,In Service,South Australia,138.492674,-34.908707,1
Hybrid Fibre Coaxial (HFC),10/01/2019,5HNL-A0512,In Service,South Australia,138.492626,-34.912033,1
Hybrid Fibre Coaxial (HFC),29/07/2019,5HNL-A0513,In Service,South Australia,138.520825,-34.916785,1
Hybrid Fibre Coaxial (HFC),9/07/2019,5HNL-A0514,In Service,South Australia,138.497085,-34.913884,1
Hybrid Fibre Coaxial (HFC),14/05/2018,5HNL-A0515,In Service,South Australia,138.499613,-34.908708,1
Hybrid Fibre Coaxial (HFC),16/08/2019,5HNL-A0516,In Service,South Australia,138.499472,-34.91731,1
Hybrid Fibre Coaxial (HFC),15/08/2019,5HNL-A0517,In Service,South Australia,138.495371,-34.918372,1
Hybrid Fibre Coaxial (HFC),28/08/2018,5HNL-A0522,In Service,South Australia,138.516964,-34.897574,1
Hybrid Fibre Coaxial (HFC),23/09/2019,5HNL-A0534,In Service,South Australia,138.519221,-34.89502,1
Hybrid Fibre Coaxial (HFC),18/12/2019,5HNL-A0535,In Service,South Australia,138.524295,-34.910419,1
Hybrid Fibre Coaxial (HFC),25/02/2020,5HNL-A0536,In Service,South Australia,138.520109,-34.916542,1
Hybrid Fibre Coaxial (HFC),29/11/2019,5HNL-A0541,In Service,South Australia,138.525914,-34.904053,1
Hybrid Fibre Coaxial (HFC),24/12/2019,5HNL-A0543,In Service,South Australia,138.521887,-34.914233,1
Hybrid Fibre Coaxial (HFC),2/03/2020,5HNL-A0544,In Service,South Australia,138.500734,-34.913272,1
Hybrid Fibre Coaxial (HFC),20/02/2020,5HNL-A0548,In Service,South Australia,138.510969,-34.912082,1
Hybrid Fibre Coaxial (HFC),18/03/2020,5HNL-A0552,In Service,South Australia,138.515473,-34.90497,1
Hybrid Fibre Coaxial (HFC),30/01/2020,5HNL-A0558,In Service,South Australia,138.523119,-34.903306,1
Hybrid Fibre Coaxial (HFC),27/03/2020,5HNL-A0560,In Service,South Australia,138.520116,-34.913944,1
Hybrid Fibre Coaxial (HFC),18/03/2020,5HNL-A0562,In Service,South Australia,138.526509,-34.90726,1
Hybrid Fibre Coaxial (HFC),5/03/2020,5HNL-A0564,In Service,South Australia,138.503369,-34.899763,1
Hybrid Fibre Coaxial (HFC),21/02/2020,5HNL-A0566,In Service,South Australia,138.506993,-34.910516,1
Hybrid Fibre Coaxial (HFC),24/02/2020,5HNL-A0570,In Service,South Australia,138.49119,-34.906659,1
Hybrid Fibre Coaxial (HFC),30/01/2020,5HNL-A0572,In Service,South Australia,138.519314,-34.89966,1
Hybrid Fibre Coaxial (HFC),22/01/2020,5HNL-A0573,In Service,South Australia,138.501139,-34.908253,1
Hybrid Fibre Coaxial (HFC),23/01/2020,5HNL-A0578,In Service,South Australia,138.501229,-34.908248,1
Hybrid Fibre Coaxial (HFC),4/02/2020,5HNL-A0580,In Service,South Australia,138.518035,-34.899198,1
Hybrid Fibre Coaxial (HFC),4/03/2020,5HNL-A0581,In Service,South Australia,138.50187,-34.906354,1
Hybrid Fibre Coaxial (HFC),2/03/2020,5HNL-A0583,In Service,South Australia,138.523717,-34.896289,1
Hybrid Fibre Coaxial (HFC),17/03/2020,5HNL-A0585,In Service,South Australia,138.516137,-34.901568,1
Hybrid Fibre Coaxial (HFC),11/02/2020,5HNL-A0586,In Service,South Australia,138.504359,-34.905222,1
Hybrid Fibre Coaxial (HFC),18/03/2020,5HNL-A0588,In Service,South Australia,138.501317,-34.908244,1
Hybrid Fibre Coaxial (HFC),17/03/2020,5HNL-A0591,In Service,South Australia,138.521966,-34.917542,1
Hybrid Fibre Coaxial (HFC),13/02/2020,5HNL-A0592,In Service,South Australia,138.493042,-34.911833,1
Hybrid Fibre Coaxial (HFC),6/03/2020,5HNL-A0596,In Service,South Australia,138.500705,-34.90641,1
Hybrid Fibre Coaxial (HFC),9/04/2020,5HNL-A0598,In Service,South Australia,138.512117,-34.902504,1
Hybrid Fibre Coaxial (HFC),24/02/2020,5HNL-A0599,In Service,South Australia,138.507997,-34.911692,1
Hybrid Fibre Coaxial (HFC),28/02/2020,5HNL-A0601,In Service,South Australia,138.519049,-34.89801,1
Hybrid Fibre Coaxial (HFC),27/02/2020,5HNL-A0604,In Service,South Australia,138.503097,-34.900944,1
Hybrid Fibre Coaxial (HFC),2/03/2020,5HNL-A0608,In Service,South Australia,138.520699,-34.916785,1
Hybrid Fibre Coaxial (HFC),9/06/2020,5HNL-A0609,In Service,South Australia,138.514544,-34.899678,1
Hybrid Fibre Coaxial (HFC),17/03/2020,5HNL-A0611,In Service,South Australia,138.531367,-34.907707,1
Hybrid Fibre Coaxial (HFC),2/04/2020,5HNL-A0613,In Service,South Australia,138.505493,-34.909811,1
Hybrid Fibre Coaxial (HFC),3/04/2020,5HNL-A0615,In Service,South Australia,138.500603,-34.906414,1
Hybrid Fibre Coaxial (HFC),15/04/2020,5HNL-A0618,In Service,South Australia,138.526538,-34.907642,1
Hybrid Fibre Coaxial (HFC),2/04/2020,5HNL-A0619,In Service,South Australia,138.521498,-34.901265,1
Hybrid Fibre Coaxial (HFC),17/04/2020,5HNL-A0620,In Service,South Australia,138.499779,-34.906451,1
Hybrid Fibre Coaxial (HFC),8/05/2020,5HNL-A0624,In Service,South Australia,138.524568,-34.907288,1
Hybrid Fibre Coaxial (HFC),23/04/2020,5HNL-A0628,In Service,South Australia,138.507576,-34.909761,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5HNL-A0630,In Service,South Australia,138.523121,-34.909604,1
Hybrid Fibre Coaxial (HFC),30/04/2020,5HNL-A0633,In Service,South Australia,138.523912,-34.896291,1
Hybrid Fibre Coaxial (HFC),23/04/2020,5HNL-A0637,In Service,South Australia,138.500482,-34.909579,1
Hybrid Fibre Coaxial (HFC),19/05/2020,5HNL-A0638,In Service,South Australia,138.49132,-34.901665,1
Hybrid Fibre Coaxial (HFC),1/05/2020,5HNL-A0639,In Service,South Australia,138.490991,-34.90421,1
Hybrid Fibre Coaxial (HFC),1/06/2020,5HNL-A0640,In Service,South Australia,138.505923,-34.909045,1
Hybrid Fibre Coaxial (HFC),28/11/2019,5HNL-A0643,In Service,South Australia,138.500244,-34.909204,1
Hybrid Fibre Coaxial (HFC),3/08/2018,5HNL-A0644,Under Construction,South Australia,138.528359,-34.905391,1
Hybrid Fibre Coaxial (HFC),2/05/2020,5HNL-A0653,In Service,South Australia,138.491314,-34.901577,1
Hybrid Fibre Coaxial (HFC),3/08/2018,5HNL-A0654,Under Construction,South Australia,138.510638,-34.896629,1
Hybrid Fibre Coaxial (HFC),16/06/2017,5HNL-A0657,Under Construction,South Australia,138.498869,-34.910189,1
Hybrid Fibre Coaxial (HFC),8/05/2020,5HNL-A0658,In Service,South Australia,138.504913,-34.913599,1
Hybrid Fibre Coaxial (HFC),1/06/2020,5HNL-A0664,In Service,South Australia,138.493249,-34.917464,1
Hybrid Fibre Coaxial (HFC),19/06/2020,5HNL-A0671,In Service,South Australia,138.498419,-34.916793,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0676,Proposed,South Australia,138.490608,-34.907022,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0685,Proposed,South Australia,138.501092,-34.900081,1
Hybrid Fibre Coaxial (HFC),//,5HNL-A0687,Proposed,South Australia,138.500585,-34.899908,1
Hybrid Fibre Coaxial (HFC),5/04/2019,5WES-A0029,In Service,South Australia,138.529423,-34.915841,1
Hybrid Fibre Coaxial (HFC),22/03/2019,5WES-A0077,In Service,South Australia,138.543871,-34.91119,1
Hybrid Fibre Coaxial (HFC),23/08/2019,5WES-A0653,In Service,South Australia,138.54347,-34.90803,1
Hybrid Fibre Coaxial (HFC),11/11/2019,5WES-A0691,In Service,South Australia,138.547213,-34.906334,1
Hybrid Fibre Coaxial (HFC),11/11/2019,5WES-A0692,In Service,South Australia,138.542272,-34.909904,1
Hybrid Fibre Coaxial (HFC),22/11/2019,5WES-A0693,In Service,South Australia,138.543821,-34.910963,1
Hybrid Fibre Coaxial (HFC),12/11/2019,5WES-A0696,In Service,South Australia,138.539742,-34.906344,1
Hybrid Fibre Coaxial (HFC),21/06/2019,5WES-A0702,In Service,South Australia,138.539013,-34.91012,1
Hybrid Fibre Coaxial (HFC),28/11/2019,5WES-A0710,In Service,South Australia,138.539139,-34.910472,1
Hybrid Fibre Coaxial (HFC),6/02/2020,5WES-A0713,In Service,South Australia,138.547879,-34.905896,1
Hybrid Fibre Coaxial (HFC),25/11/2019,5WES-A0722,In Service,South Australia,138.546228,-34.910572,1
Hybrid Fibre Coaxial (HFC),25/07/2019,5WES-A0731,In Service,South Australia,138.53904,-34.911656,1
Hybrid Fibre Coaxial (HFC),13/08/2019,5WES-A0732,In Service,South Australia,138.542573,-34.910241,1
Hybrid Fibre Coaxial (HFC),22/10/2019,5WES-A0733,In Service,South Australia,138.543004,-34.912389,1
Hybrid Fibre Coaxial (HFC),2/10/2019,5WES-A0734,In Service,South Australia,138.538566,-34.906627,1
Hybrid Fibre Coaxial (HFC),24/09/2019,5WES-A0735,In Service,South Australia,138.539756,-34.906529,1
Hybrid Fibre Coaxial (HFC),10/09/2019,5WES-A0748,In Service,South Australia,138.544164,-34.905708,1
Hybrid Fibre Coaxial (HFC),8/08/2019,5WES-A0755,In Service,South Australia,138.546604,-34.905381,1
Hybrid Fibre Coaxial (HFC),13/08/2019,5WES-A0764,In Service,South Australia,138.54252,-34.91024,1
Hybrid Fibre Coaxial (HFC),26/11/2019,5WES-A0811,In Service,South Australia,138.540956,-34.906036,1
Hybrid Fibre Coaxial (HFC),17/12/2019,5WES-A0814,In Service,South Australia,138.540072,-34.910915,1
Hybrid Fibre Coaxial (HFC),24/02/2020,5WES-A0815,In Service,South Australia,138.539747,-34.908812,1
Hybrid Fibre Coaxial (HFC),5/02/2020,5WES-A0823,In Service,South Australia,138.539857,-34.908688,1
Hybrid Fibre Coaxial (HFC),1/04/2020,5WES-A0829,In Service,South Australia,138.533838,-34.907857,1
Hybrid Fibre Coaxial (HFC),2/04/2020,5WES-A0840,In Service,South Australia,138.539748,-34.906427,1
Hybrid Fibre Coaxial (HFC),27/05/2020,5WES-A0841,In Service,South Australia,138.545485,-34.906925,1
Hybrid Fibre Coaxial (HFC),13/05/2020,5WES-A0842,In Service,South Australia,138.542361,-34.910256,1
Hybrid Fibre Coaxial (HFC),23/04/2020,5WES-A0844,In Service,South Australia,138.543565,-34.908897,1
Hybrid Fibre Coaxial (HFC),21/05/2020,5WES-A0856,In Service,South Australia,138.538628,-34.907728,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0862,Proposed,South Australia,138.539164,-34.909343,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0863,Proposed,South Australia,138.541852,-34.909343,1
Hybrid Fibre Coaxial (HFC),5/06/2020,5WES-A0864,In Service,South Australia,138.541105,-34.913798,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0870,Proposed,South Australia,138.539039,-34.910477,1
Hybrid Fibre Coaxial (HFC),//,5WES-A0874,Proposed,South Australia,138.542447,-34.91102,1
Hybrid Fibre Coaxial (HFC),5/04/2019,5WES-A0875,In Service,South Australia,138.537131,-34.911902,1
Hybrid Fibre Coaxial (HFC),30/03/2020,5GLL-A0424,In Service,South Australia,138.534617,-34.991222,1
