"Technology_Type","Ready_for_Service_Date","Area_ID","Service_Status","longitude","latitude"
"Fibre to the Curb","15/06/2018","2ALS-A0012","In Service",153.442606,-28.846337
"Fibre to the Curb","15/06/2018","2ALS-A0016","In Service",153.420086,-28.825748
"Fibre to the Curb","15/06/2018","2ALS-A0018","In Service",153.436009,-28.839236
"Fibre to the Curb","15/06/2018","2ALS-A0025","In Service",153.452097,-28.846786
"Fibre to the Curb","15/06/2018","2ALS-A0026","In Service",153.441466,-28.842399
"Fibre to the Curb","15/06/2018","2ALS-A0029","In Service",153.447278,-28.838582
"Fibre to the Curb","15/06/2018","2ALS-A0045","In Service",153.424529,-28.821658
"Fibre to the Curb","30/11/2018","2APP-A0002","In Service",150.996303,-34.182523
"Fibre to the Curb","30/11/2018","2APP-A0007","In Service",150.986668,-34.182886
"Fibre to the Curb","30/11/2018","2APP-A0012","In Service",150.983286,-34.195657
"Fibre to the Curb","30/11/2018","2APP-A0013","In Service",150.980843,-34.240767
"Fibre to the Curb","30/11/2018","2APP-A0017","In Service",150.990314,-34.181075
"Fibre to the Curb","30/11/2018","2APP-A0023","In Service",150.985014,-34.232748
"Fibre to the Curb","30/11/2018","2APP-A0025","In Service",150.986933,-34.22878
"Fibre to the Curb","30/11/2018","2APP-A0029","In Service",150.979084,-34.189492
"Fibre to the Curb","30/11/2018","2APP-A0036","In Service",150.976954,-34.19596
"Fibre to the Curb","30/11/2018","2APP-A0037","In Service",150.979279,-34.195371
"Fibre to the Curb","19/06/2020","2BAL-A0001","In Service",151.28523,-33.797992
"Fibre to the Curb","19/06/2020","2BAL-A0013","In Service",151.283372,-33.798072
"Fibre to the Curb","19/06/2020","2BAL-A0014","In Service",151.289137,-33.799907
"Fibre to the Curb","19/06/2020","2BAL-A0015","In Service",151.287528,-33.798815
"Fibre to the Curb","19/06/2020","2BAL-A0021","In Service",151.282912,-33.796564
"Fibre to the Curb","19/06/2020","2BAL-A0025","In Service",151.286748,-33.797575
"Fibre to the Curb","19/06/2020","2BAL-A0028","In Service",151.292335,-33.801965
"Fibre to the Curb","24/04/2020","2BAL-A0033","In Service",151.285098,-33.796004
"Fibre to the Curb","24/04/2020","2BAL-A0039","In Service",151.287364,-33.795896
"Fibre to the Curb","19/06/2020","2BAL-A0040","In Service",151.292112,-33.800385
"Fibre to the Curb","19/06/2020","2BAL-A0041","In Service",151.303597,-33.812299
"Fibre to the Curb","19/06/2020","2BAL-A0043","In Service",151.286052,-33.803515
"Fibre to the Curb","19/06/2020","2BAL-A0044","Proposed",151.299094,-33.812503
"Fibre to the Curb","19/06/2020","2BAL-A0046","In Service",151.286295,-33.805599
"Fibre to the Curb","19/06/2020","2BAL-A0050","In Service",151.284235,-33.807337
"Fibre to the Curb","19/06/2020","2BAL-A0053","In Service",151.28833,-33.806785
"Fibre to the Curb","19/06/2020","2BAL-A0054","In Service",151.287327,-33.802635
"Fibre to the Curb","24/04/2020","2BAL-A0079","In Service",151.284722,-33.791801
"Fibre to the Curb","19/06/2020","2BAL-A0080","In Service",151.293751,-33.804307
"Fibre to the Curb","24/04/2020","2BAL-A0081","In Service",151.287048,-33.793475
"Fibre to the Curb","24/04/2020","2BAL-A0088","In Service",151.285012,-33.794118
"Fibre to the Curb","24/04/2020","2BAL-A0092","In Service",151.287676,-33.790837
"Fibre to the Curb","19/06/2020","2BAL-A0189","In Service",151.287158,-33.801434
"Fibre to the Curb","19/06/2020","2BAL-A0417","In Service",151.290524,-33.805568
"Fibre to the Curb","19/06/2020","2BAL-A0543","In Service",151.28836,-33.805584
"Fibre to the Curb","19/06/2020","2BAL-A0544","In Service",151.29672,-33.801297
"Fibre to the Curb","19/06/2020","2BAL-A0546","In Service",151.289686,-33.801012
"Fibre to the Curb","19/06/2020","2BAL-A0547","In Service",151.288325,-33.801212
"Fibre to the Curb","19/06/2020","2BAL-A0549","In Service",151.284527,-33.80466
"Fibre to the Curb","19/06/2020","2BAL-A0551","In Service",151.28948,-33.803927
"Fibre to the Curb","22/03/2019","2BAM-A0002","In Service",151.174343,-33.867792
"Fibre to the Curb","22/03/2019","2BAM-A0013","In Service",151.180928,-33.867499
"Fibre to the Curb","22/03/2019","2BAM-A0023","In Service",151.172118,-33.868485
"Fibre to the Curb","22/03/2019","2BAM-A0024","In Service",151.178906,-33.866432
"Fibre to the Curb","22/03/2019","2BAM-A0037","In Service",151.173762,-33.86662
"Fibre to the Curb","29/05/2020","2BAO-A0002","In Service",149.799278,-35.44932
"Fibre to the Curb","29/05/2020","2BAO-A0003","In Service",149.800586,-35.444822
"Fibre to the Curb","29/05/2020","2BAO-A0005","In Service",149.803614,-35.447752
"Fibre to the Curb","29/05/2020","2BAO-A0006","In Service",149.794657,-35.441308
"Fibre to the Curb","29/05/2020","2BAO-A0011","In Service",149.802712,-35.440719
"Fibre to the Curb","31/01/2020","2BAU-A0008","In Service",150.998609,-33.77054
"Fibre to the Curb","13/12/2019","2BAU-A0012","In Service",150.995624,-33.778802
"Fibre to the Curb","31/01/2020","2BAU-A0018","In Service",151.004109,-33.768488
"Fibre to the Curb","27/03/2020","2BAU-A0029","In Service",150.99294,-33.756222
"Fibre to the Curb","10/01/2020","2BAU-A0033","In Service",150.991,-33.768853
"Fibre to the Curb","27/03/2020","2BAU-A0036","In Service",150.993453,-33.76153
"Fibre to the Curb","27/03/2020","2BAU-A0043","In Service",150.986661,-33.75239
"Fibre to the Curb","27/03/2020","2BAU-A0044","In Service",150.991588,-33.752427
"Fibre to the Curb","27/03/2020","2BAU-A0045","In Service",150.99364,-33.749349
"Fibre to the Curb","27/03/2020","2BAU-A0046","In Service",150.984567,-33.755727
"Fibre to the Curb","27/03/2020","2BAU-A0047","In Service",150.987585,-33.755715
"Fibre to the Curb","27/03/2020","2BAU-A0048","In Service",150.989107,-33.748648
"Fibre to the Curb","27/03/2020","2BAU-A0049","In Service",150.992324,-33.756224
"Fibre to the Curb","27/03/2020","2BAU-A0050","In Service",150.994824,-33.756052
"Fibre to the Curb","27/03/2020","2BAU-A0051","In Service",150.988898,-33.758836
"Fibre to the Curb","27/03/2020","2BAU-A0052","In Service",150.993006,-33.745929
"Fibre to the Curb","27/03/2020","2BAU-A0053","In Service",150.994811,-33.753142
"Fibre to the Curb","13/12/2019","2BAU-A0056","In Service",150.997419,-33.783939
"Fibre to the Curb","13/12/2019","2BAU-A0057","In Service",151.002732,-33.783368
"Fibre to the Curb","13/12/2019","2BAU-A0058","In Service",150.998813,-33.784903
"Fibre to the Curb","10/01/2020","2BAU-A0059","In Service",150.985419,-33.76761
"Fibre to the Curb","10/01/2020","2BAU-A0061","In Service",150.990776,-33.766832
"Fibre to the Curb","10/01/2020","2BAU-A0062","In Service",150.988916,-33.764704
"Fibre to the Curb","10/01/2020","2BAU-A0063","In Service",150.992764,-33.763645
"Fibre to the Curb","10/01/2020","2BAU-A0064","In Service",150.989088,-33.761484
"Fibre to the Curb","31/01/2020","2BAU-A0068","In Service",150.999551,-33.764898
"Fibre to the Curb","31/01/2020","2BAU-A0069","In Service",151.001744,-33.766641
"Fibre to the Curb","31/01/2020","2BAU-A0070","In Service",150.996129,-33.768462
"Fibre to the Curb","31/01/2020","2BAU-A0071","In Service",151.003957,-33.772207
"Fibre to the Curb","31/01/2020","2BAU-A0072","In Service",150.99929,-33.772219
"Fibre to the Curb","31/01/2020","2BAU-A0073","In Service",151.000819,-33.773834
"Fibre to the Curb","28/12/2018","2BEG-A0002","In Service",149.850135,-36.683606
"Fibre to the Curb","26/04/2019","2BEG-A0004","In Service",149.917257,-36.726216
"Fibre to the Curb","26/04/2019","2BEG-A0005","In Service",149.984757,-36.729431
"Fibre to the Curb","28/12/2018","2BEG-A0011","In Service",149.851035,-36.689038
"Fibre to the Curb","28/12/2018","2BEG-A0015","In Service",149.842396,-36.683014
"Fibre to the Curb","28/12/2018","2BEG-A0017","In Service",149.836414,-36.681964
"Fibre to the Curb","28/12/2018","2BEG-A0018","In Service",149.847058,-36.681438
"Fibre to the Curb","28/12/2018","2BEG-A0019","In Service",149.833538,-36.680175
"Fibre to the Curb","28/12/2018","2BEG-A0020","In Service",149.844488,-36.678853
"Fibre to the Curb","28/12/2018","2BEG-A0022","In Service",149.849408,-36.676919
"Fibre to the Curb","28/12/2018","2BEG-A0023","In Service",149.838372,-36.674833
"Fibre to the Curb","28/12/2018","2BEG-A0024","In Service",149.843687,-36.673806
"Fibre to the Curb","28/12/2018","2BEG-A0025","In Service",149.847097,-36.673795
"Fibre to the Curb","28/12/2018","2BEG-A0026","In Service",149.840854,-36.672248
"Fibre to the Curb","28/12/2018","2BEG-A0030","In Service",149.840888,-36.676685
"Fibre to the Curb","25/05/2018","2BGI-A0006","In Service",150.043932,-30.698103
"Fibre to the Curb","23/11/2018","2BHA-A0005","In Service",144.127156,-35.628449
"Fibre to the Curb","23/11/2018","2BHA-A0017","In Service",144.129394,-35.638392
"Fibre to the Curb","23/11/2018","2BHA-A0024","In Service",144.124201,-35.632215
"Fibre to the Curb","23/11/2018","2BHA-A0025","In Service",144.130352,-35.647447
"Fibre to the Curb","23/11/2018","2BIN-A0003","In Service",150.559802,-29.868861
"Fibre to the Curb","23/11/2018","2BIN-A0004","In Service",150.579968,-29.863089
"Fibre to the Curb","23/11/2018","2BIN-A0007","In Service",150.567616,-29.871156
"Fibre to the Curb","26/04/2019","2BLG-A0004","In Service",152.891547,-30.450959
"Fibre to the Curb","26/04/2019","2BLG-A0006","In Service",152.898375,-30.447264
"Fibre to the Curb","26/04/2019","2BLG-A0007","In Service",152.893772,-30.453246
"Fibre to the Curb","26/04/2019","2BLG-A0009","In Service",152.896739,-30.451455
"Fibre to the Curb","26/04/2019","2BLG-A0011","In Service",152.903193,-30.453793
"Fibre to the Curb","26/04/2019","2BLG-A0012","In Service",152.90375,-30.459184
"Fibre to the Curb","26/04/2019","2BLG-A0013","In Service",152.899274,-30.458317
"Fibre to the Curb","26/04/2019","2BLG-A0014","In Service",152.901732,-30.44469
"Fibre to the Curb","26/04/2019","2BLG-A0015","In Service",152.898997,-30.442924
"Fibre to the Curb","31/05/2019","2BLN-A0014","In Service",153.593544,-28.795452
"Fibre to the Curb","26/07/2019","2BLN-A0015","In Service",153.580006,-28.856553
"Fibre to the Curb","31/05/2019","2BLN-A0016","In Service",153.589642,-28.801238
"Fibre to the Curb","31/05/2019","2BLN-A0020","In Service",153.593258,-28.797385
"Fibre to the Curb","31/05/2019","2BLN-A0022","In Service",153.591942,-28.811637
"Fibre to the Curb","24/04/2020","2BLN-A0024","In Service",153.533776,-28.868155
"Fibre to the Curb","31/05/2019","2BLN-A0026","In Service",153.586667,-28.794095
"Fibre to the Curb","26/07/2019","2BLN-A0034","In Service",153.56332,-28.866847
"Fibre to the Curb","27/06/2019","2BLN-A0039","In Service",153.555414,-28.840845
"Fibre to the Curb","27/06/2019","2BLN-A0042","In Service",153.567712,-28.859316
"Fibre to the Curb","27/06/2019","2BLN-A0045","In Service",153.56448,-28.844243
"Fibre to the Curb","27/06/2019","2BLN-A0046","In Service",153.561307,-28.842346
"Fibre to the Curb","27/06/2019","2BLN-A0050","In Service",153.557634,-28.845205
"Fibre to the Curb","24/04/2020","2BLN-A0054","In Service",153.536924,-28.862658
"Fibre to the Curb","24/04/2020","2BLN-A0055","In Service",153.558074,-28.867928
"Fibre to the Curb","27/06/2019","2BLN-A0056","In Service",153.558653,-28.851752
"Fibre to the Curb","27/06/2019","2BLN-A0058","In Service",153.562425,-28.857231
"Fibre to the Curb","27/06/2019","2BLN-A0062","In Service",153.554427,-28.857434
"Fibre to the Curb","24/04/2020","2BLN-A0064","In Service",153.561323,-28.861292
"Fibre to the Curb","24/04/2020","2BLN-A0066","In Service",153.545881,-28.863678
"Fibre to the Curb","26/07/2019","2BLN-A0067","In Service",153.569294,-28.868447
"Fibre to the Curb","27/06/2019","2BLN-A0070","In Service",153.554116,-28.853823
"Fibre to the Curb","26/07/2019","2BLN-A0071","In Service",153.582443,-28.85709
"Fibre to the Curb","24/04/2020","2BLN-A0072","In Service",153.534344,-28.860782
"Fibre to the Curb","27/06/2019","2BLN-A0073","In Service",153.568939,-28.856113
"Fibre to the Curb","24/04/2020","2BLN-A0075","In Service",153.552883,-28.860342
"Fibre to the Curb","24/04/2020","2BLN-A0076","In Service",153.549641,-28.867024
"Fibre to the Curb","24/04/2020","2BLN-A0079","In Service",153.540083,-28.865363
"Fibre to the Curb","27/06/2019","2BLN-A0080","In Service",153.569384,-28.862311
"Fibre to the Curb","24/04/2020","2BLN-A0081","In Service",153.566334,-28.864232
"Fibre to the Curb","24/04/2020","2BLN-A0082","In Service",153.558549,-28.866221
"Fibre to the Curb","//","2BLN-A0083","Proposed",153.55612,-28.855442
"Fibre to the Curb","24/04/2020","2BLN-A0086","In Service",153.553615,-28.866247
"Fibre to the Curb","24/04/2020","2BLN-A0087","In Service",153.537899,-28.866774
"Fibre to the Curb","24/04/2020","2BLN-A0088","In Service",153.531285,-28.865
"Fibre to the Curb","24/04/2020","2BLN-A0094","In Service",153.560685,-28.863831
"Fibre to the Curb","26/07/2019","2BLN-A0095","In Service",153.589381,-28.870035
"Fibre to the Curb","26/07/2019","2BLN-A0096","In Service",153.56531,-28.870685
"Fibre to the Curb","26/07/2019","2BLN-A0097","In Service",153.586511,-28.868901
"Fibre to the Curb","26/07/2019","2BLN-A0098","In Service",153.56555,-28.872482
"Fibre to the Curb","24/04/2020","2BLN-A0099","In Service",153.562255,-28.871709
"Fibre to the Curb","24/04/2020","2BLN-A0100","In Service",153.556635,-28.860967
"Fibre to the Curb","26/07/2019","2BLN-A0102","In Service",153.571864,-28.869832
"Fibre to the Curb","27/06/2019","2BLN-A0105","In Service",153.563135,-28.849775
"Fibre to the Curb","31/05/2019","2BLN-A0106","In Service",153.593491,-28.809746
"Fibre to the Curb","27/06/2019","2BLN-A0111","In Service",153.569385,-28.852976
"Fibre to the Curb","26/07/2019","2BLN-A0115","In Service",153.56648,-28.869621
"Fibre to the Curb","26/07/2019","2BLN-A0121","In Service",153.567154,-28.867522
"Fibre to the Curb","27/06/2019","2BLN-A0122","In Service",153.550338,-28.851805
"Fibre to the Curb","24/04/2020","2BLN-A0130","In Service",153.529362,-28.869374
"Fibre to the Curb","24/04/2020","2BLN-A0132","In Service",153.559634,-28.870417
"Fibre to the Curb","27/06/2019","2BLN-A0139","In Service",153.566281,-28.862001
"Fibre to the Curb","24/04/2020","2BLN-A0141","In Service",153.549935,-28.863673
"Fibre to the Curb","24/04/2020","2BLN-A0142","In Service",153.55616,-28.86833
"Fibre to the Curb","27/06/2019","2BLN-A0144","In Service",153.536784,-28.843851
"Fibre to the Curb","31/05/2019","2BLN-A0147","In Service",153.586414,-28.803101
"Fibre to the Curb","31/05/2019","2BLN-A0148","In Service",153.583092,-28.802826
"Fibre to the Curb","24/04/2020","2BLN-A0153","In Service",153.556808,-28.864153
"Fibre to the Curb","26/07/2019","2BLN-A0163","In Service",153.570146,-28.866219
"Fibre to the Curb","30/11/2017","2BLR-A0058","In Service",151.584485,-32.922939
"Fibre to the Curb","20/11/2015","2BLT-A0027","In Service",151.648041,-32.986723
"Fibre to the Curb","29/06/2018","2BMG-A0002","In Service",150.069487,-36.428595
"Fibre to the Curb","29/06/2018","2BMG-A0003","In Service",150.062549,-36.42866
"Fibre to the Curb","29/06/2018","2BMG-A0005","In Service",150.078539,-36.430941
"Fibre to the Curb","15/06/2018","2BND-A0004","In Service",150.519804,-35.257077
"Fibre to the Curb","15/06/2018","2BND-A0007","In Service",150.526092,-35.254645
"Fibre to the Curb","15/06/2018","2BND-A0008","In Service",150.515607,-35.257286
"Fibre to the Curb","26/06/2020","2BNH-A0001","In Service",141.464439,-31.936037
"Fibre to the Curb","29/05/2020","2BNH-A0003","In Service",141.46337,-31.958047
"Fibre to the Curb","29/05/2020","2BNH-A0004","In Service",141.475219,-31.958444
"Fibre to the Curb","29/05/2020","2BNH-A0007","In Service",141.464411,-31.959826
"Fibre to the Curb","29/05/2020","2BNH-A0010","In Service",141.459031,-31.963185
"Fibre to the Curb","26/06/2020","2BNH-A0013","In Service",141.45277,-31.966805
"Fibre to the Curb","26/06/2020","2BNH-A0014","In Service",141.443375,-31.966947
"Fibre to the Curb","26/06/2020","2BNH-A0015","In Service",141.446378,-31.968694
"Fibre to the Curb","26/06/2020","2BNH-A0016","In Service",141.441756,-31.969406
"Fibre to the Curb","26/06/2020","2BNH-A0017","In Service",141.446614,-31.971483
"Fibre to the Curb","26/06/2020","2BNH-A0021","In Service",141.457172,-31.986854
"Fibre to the Curb","26/06/2020","2BNH-A0022","In Service",141.461363,-31.986345
"Fibre to the Curb","26/06/2020","2BNH-A0023","In Service",141.467813,-31.985326
"Fibre to the Curb","26/06/2020","2BNH-A0025","In Service",141.469738,-31.983086
"Fibre to the Curb","26/06/2020","2BNH-A0026","In Service",141.460068,-31.980712
"Fibre to the Curb","26/06/2020","2BNH-A0032","In Service",141.462481,-31.975485
"Fibre to the Curb","26/06/2020","2BNH-A0033","In Service",141.447945,-31.973376
"Fibre to the Curb","26/06/2020","2BNH-A0034","In Service",141.444668,-31.956698
"Fibre to the Curb","26/06/2020","2BNH-A0038","In Service",141.455723,-31.937711
"Fibre to the Curb","26/06/2020","2BNH-A0042","In Service",141.452141,-31.940436
"Fibre to the Curb","29/05/2020","2BNH-A0043","In Service",141.471705,-31.942547
"Fibre to the Curb","26/06/2020","2BNH-A0044","In Service",141.459116,-31.94258
"Fibre to the Curb","26/06/2020","2BNH-A0045","In Service",141.463041,-31.942943
"Fibre to the Curb","29/05/2020","2BNH-A0048","In Service",141.465792,-31.943689
"Fibre to the Curb","29/05/2020","2BNH-A0049","In Service",141.468164,-31.944422
"Fibre to the Curb","26/06/2020","2BNH-A0050","In Service",141.453822,-31.945613
"Fibre to the Curb","26/06/2020","2BNH-A0052","In Service",141.460313,-31.946665
"Fibre to the Curb","29/05/2020","2BNH-A0054","In Service",141.460483,-31.952232
"Fibre to the Curb","29/05/2020","2BNH-A0055","In Service",141.466678,-31.954635
"Fibre to the Curb","26/06/2020","2BNH-A0056","In Service",141.450226,-31.954698
"Fibre to the Curb","29/05/2020","2BNH-A0057","In Service",141.465985,-31.954156
"Fibre to the Curb","29/05/2020","2BNH-A0060","In Service",141.473331,-31.951824
"Fibre to the Curb","26/06/2020","2BNH-A0061","In Service",141.453756,-31.951843
"Fibre to the Curb","29/05/2020","2BNH-A0063","In Service",141.466656,-31.951202
"Fibre to the Curb","29/05/2020","2BNH-A0064","In Service",141.458321,-31.951171
"Fibre to the Curb","26/06/2020","2BNH-A0065","In Service",141.445339,-31.949836
"Fibre to the Curb","26/06/2020","2BNH-A0066","In Service",141.457342,-31.94936
"Fibre to the Curb","30/11/2018","2BOT-A0010","In Service",151.214325,-33.939283
"Fibre to the Curb","30/11/2018","2BOT-A0012","In Service",151.212158,-33.943789
"Fibre to the Curb","30/11/2018","2BOT-A0013","In Service",151.216674,-33.945558
"Fibre to the Curb","30/11/2018","2BOT-A0020","In Service",151.226652,-33.945056
"Fibre to the Curb","30/11/2018","2BOT-A0021","In Service",151.219122,-33.948126
"Fibre to the Curb","//","2BOT-A0023","Proposed",151.204688,-33.962532
"Fibre to the Curb","30/11/2018","2BOT-A0042","In Service",151.239042,-33.937829
"Fibre to the Curb","28/12/2018","2BOT-A0047","In Service",151.201893,-33.949161
"Fibre to the Curb","28/12/2018","2BOT-A0051","In Service",151.202111,-33.942526
"Fibre to the Curb","28/12/2018","2BOT-A0056","In Service",151.205939,-33.951264
"Fibre to the Curb","28/12/2018","2BOT-A0059","In Service",151.200645,-33.954255
"Fibre to the Curb","28/12/2018","2BOT-A0061","In Service",151.205284,-33.947887
"Fibre to the Curb","28/12/2018","2BOT-A0062","In Service",151.206213,-33.944635
"Fibre to the Curb","28/12/2018","2BOT-A0063","In Service",151.199195,-33.939716
"Fibre to the Curb","28/12/2018","2BOT-A0064","In Service",151.192719,-33.948616
"Fibre to the Curb","28/12/2018","2BOT-A0065","In Service",151.211801,-33.957994
"Fibre to the Curb","28/12/2018","2BOT-A0067","In Service",151.211847,-33.950558
"Fibre to the Curb","30/11/2018","2BOT-A0074","In Service",151.228471,-33.939445
"Fibre to the Curb","28/12/2018","2BOT-A0075","In Service",151.205796,-33.955277
"Fibre to the Curb","30/11/2018","2BOT-A0079","In Service",151.210098,-33.945382
"Fibre to the Curb","30/11/2018","2BOT-A0080","In Service",151.2349,-33.936151
"Fibre to the Curb","28/12/2018","2BOT-A0082","In Service",151.259164,-33.945403
"Fibre to the Curb","30/11/2018","2BOT-A0084","In Service",151.245213,-33.941203
"Fibre to the Curb","28/12/2018","2BOT-A0085","In Service",151.255262,-33.940974
"Fibre to the Curb","//","2BOT-A0089","Proposed",151.202819,-33.965277
"Fibre to the Curb","28/12/2018","2BOT-A0093","In Service",151.260082,-33.943123
"Fibre to the Curb","28/12/2018","2BOT-A0094","In Service",151.2008,-33.945403
"Fibre to the Curb","28/12/2018","2BOT-A0096","In Service",151.260766,-33.944296
"Fibre to the Curb","28/12/2018","2BOT-A0099","In Service",151.262939,-33.942104
"Fibre to the Curb","28/12/2018","2BOT-A0100","In Service",151.257197,-33.943272
"Fibre to the Curb","30/11/2018","2BOT-A0101","In Service",151.243543,-33.942384
"Fibre to the Curb","30/11/2018","2BOT-A0102","In Service",151.23931,-33.942486
"Fibre to the Curb","30/11/2018","2BOT-A0106","In Service",151.227738,-33.937711
"Fibre to the Curb","28/12/2018","2BOT-A0111","In Service",151.199251,-33.942569
"Fibre to the Curb","28/12/2018","2BOT-A0112","In Service",151.257319,-33.94536
"Fibre to the Curb","28/12/2018","2BOT-A0113","In Service",151.193243,-33.944903
"Fibre to the Curb","28/12/2018","2BOT-A0117","In Service",151.196652,-33.945757
"Fibre to the Curb","28/12/2018","2BOT-A0119","In Service",151.255892,-33.944296
"Fibre to the Curb","28/12/2018","2BOT-A0120","In Service",151.19862,-33.948131
"Fibre to the Curb","28/12/2018","2BOT-A0123","In Service",151.198933,-33.945532
"Fibre to the Curb","30/11/2018","2BOT-A0126","In Service",151.217551,-33.937512
"Fibre to the Curb","28/12/2018","2BOT-A0127","In Service",151.203618,-33.956421
"Fibre to the Curb","28/12/2018","2BOT-A0130","In Service",151.195547,-33.951685
"Fibre to the Curb","30/11/2018","2BOT-A0133","In Service",151.236662,-33.942041
"Fibre to the Curb","30/11/2018","2BOT-A0136","In Service",151.238713,-33.939674
"Fibre to the Curb","28/12/2018","2BOT-A0142","In Service",151.207327,-33.950945
"Fibre to the Curb","30/11/2018","2BOT-A0143","In Service",151.216267,-33.962339
"Fibre to the Curb","30/11/2018","2BOT-A0146","In Service",151.209039,-33.939249
"Fibre to the Curb","30/11/2018","2BOT-A0166","In Service",151.219116,-33.971981
"Fibre to the Curb","//","2BOT-A0167","Proposed",151.205151,-33.968433
"Fibre to the Curb","28/12/2018","2BOT-A0168","In Service",151.200215,-33.951621
"Fibre to the Curb","30/11/2018","2BOT-A0186","In Service",151.223511,-33.940741
"Fibre to the Curb","28/12/2018","2BOT-A0230","In Service",151.217051,-33.961934
"Fibre to the Curb","30/11/2018","2BOT-A0368","In Service",151.22218,-33.944522
"Fibre to the Curb","26/06/2020","2BRG-A0006","In Service",150.78153,-33.943417
"Fibre to the Curb","19/06/2020","2BRG-A0021","In Service",150.829186,-33.954387
"Fibre to the Curb","29/05/2020","2BRG-A0022","In Service",150.813827,-33.931048
"Fibre to the Curb","30/04/2020","2BRG-A0024","In Service",150.762462,-33.976469
"Fibre to the Curb","26/06/2020","2BRG-A0025","In Service",150.793239,-33.939333
"Fibre to the Curb","27/03/2020","2BRG-A0027","In Service",150.777679,-33.954961
"Fibre to the Curb","19/06/2020","2BRG-A0032","In Service",150.820953,-33.969914
"Fibre to the Curb","26/06/2020","2BRG-A0035","In Service",150.763292,-33.948365
"Fibre to the Curb","27/03/2020","2BRG-A0038","In Service",150.799386,-33.975025
"Fibre to the Curb","30/04/2020","2BRG-A0046","In Service",150.768417,-33.99125
"Fibre to the Curb","31/12/2019","2BRG-A0052","In Service",150.820711,-33.94343
"Fibre to the Curb","26/06/2020","2BRG-A0055","In Service",150.745366,-33.948231
"Fibre to the Curb","19/06/2020","2BRG-A0060","In Service",150.816294,-33.963263
"Fibre to the Curb","24/04/2020","2BRG-A0086","In Service",150.787804,-33.997476
"Fibre to the Curb","26/06/2020","2BRG-A0087","In Service",150.712166,-33.932987
"Fibre to the Curb","19/06/2020","2BRG-A0089","In Service",150.80128,-33.967708
"Fibre to the Curb","19/06/2020","2BRG-A0091","In Service",150.80445,-33.963529
"Fibre to the Curb","29/05/2020","2BRG-A0092","In Service",150.789713,-33.902457
"Fibre to the Curb","29/05/2020","2BRG-A0093","In Service",150.816913,-33.922174
"Fibre to the Curb","26/06/2020","2BRG-A0094","In Service",150.7675,-33.939159
"Fibre to the Curb","26/06/2020","2BRG-A0099","In Service",150.724993,-33.920721
"Fibre to the Curb","19/06/2020","2BRG-A0104","In Service",150.79991,-33.952045
"Fibre to the Curb","29/05/2020","2BRG-A0114","In Service",150.801021,-33.925569
"Fibre to the Curb","24/04/2020","2BRG-A0120","In Service",150.785548,-34.016761
"Fibre to the Curb","29/05/2020","2BRG-A0122","In Service",150.81952,-33.920111
"Fibre to the Curb","27/03/2020","2BRG-A0134","In Service",150.781517,-33.982647
"Fibre to the Curb","19/06/2020","2BRG-A0139","In Service",150.790591,-33.962095
"Fibre to the Curb","26/06/2020","2BRG-A0143","In Service",150.785262,-33.924934
"Fibre to the Curb","29/05/2020","2BRG-A0144","In Service",150.79349,-33.915859
"Fibre to the Curb","30/04/2020","2BRG-A0148","In Service",150.770566,-34.004402
"Fibre to the Curb","31/12/2019","2BRG-A0152","In Service",150.820246,-33.937332
"Fibre to the Curb","26/06/2020","2BRG-A0153","In Service",150.730076,-33.938515
"Fibre to the Curb","19/06/2020","2BRG-A0156","In Service",150.810464,-33.955371
"Fibre to the Curb","30/04/2020","2BRG-A0159","In Service",150.763516,-33.997117
"Fibre to the Curb","30/04/2020","2BRG-A0161","In Service",150.757222,-33.961291
"Fibre to the Curb","27/03/2020","2BRG-A0163","In Service",150.775443,-33.968041
"Fibre to the Curb","29/05/2020","2BRG-A0164","In Service",150.770993,-33.908965
"Fibre to the Curb","26/06/2020","2BRG-A0165","In Service",150.701898,-33.922285
"Fibre to the Curb","29/05/2020","2BRG-A0166","In Service",150.8163,-33.925506
"Fibre to the Curb","31/12/2019","2BRG-A0178","In Service",150.809329,-33.946645
"Fibre to the Curb","29/05/2020","2BRG-A0180","In Service",150.785406,-33.908406
"Fibre to the Curb","26/06/2020","2BRG-A0184","In Service",150.730404,-33.918917
"Fibre to the Curb","26/06/2020","2BRG-A0185","In Service",150.749084,-33.929867
"Fibre to the Curb","26/06/2020","2BRG-A0186","In Service",150.771389,-33.924575
"Fibre to the Curb","29/05/2020","2BRG-A0187","In Service",150.827441,-33.932363
"Fibre to the Curb","26/06/2020","2BRG-A0188","In Service",150.69557,-33.934182
"Fibre to the Curb","29/05/2020","2BRG-A0189","In Service",150.810456,-33.904578
"Fibre to the Curb","27/03/2020","2BRG-A0197","In Service",150.794419,-33.986651
"Fibre to the Curb","27/03/2020","2BRG-A0205","In Service",150.780323,-33.973361
"Fibre to the Curb","26/06/2020","2BRG-A0325","In Service",150.717236,-33.917319
"Fibre to the Curb","26/06/2020","2BRG-A0327","In Service",150.800828,-33.940324
"Fibre to the Curb","26/06/2020","2BRG-A0368","In Service",150.740424,-33.929769
"Fibre to the Curb","26/06/2020","2BRG-A0369","In Service",150.737326,-33.949122
"Fibre to the Curb","31/12/2019","2BRG-A0370","In Service",150.814487,-33.942616
"Fibre to the Curb","24/04/2020","2BRG-A0380","In Service",150.787092,-34.011763
