Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,longitude,latitude
Fibre to the Basement,15/06/2020,2ALS-A0055,In Service,153.436323,-28.840464
Fibre to the Basement,7/12/2018,2APP-A0039,In Service,150.981982,-34.193569
Fibre to the Basement,9/08/2016,2ARM-A0266,In Service,151.655037,-30.512823
Fibre to the Basement,1/03/2016,2ASH-A0366,In Service,151.123706,-33.887276
Fibre to the Basement,12/12/2019,2ASH-A0371,In Service,151.124242,-33.889323
Fibre to the Basement,21/09/2017,2ASH-A0382,In Service,151.120983,-33.91374
Fibre to the Basement,9/07/2019,2ASH-A0639,In Service,151.116554,-33.91
Fibre to the Basement,21/04/2020,2ASH-A1147,In Service,151.129595,-33.891005
Fibre to the Basement,15/05/2020,2ASH-A1149,In Service,151.139572,-33.891769
Fibre to the Basement,3/06/2020,2ASH-A1150,In Service,151.121625,-33.913808
Fibre to the Basement,27/07/2017,2BAL-A0031,In Service,151.290167,-33.805366
Fibre to the Basement,24/04/2020,2BAL-A0035,In Service,151.286376,-33.796397
Fibre to the Basement,24/03/2016,2BAL-A0071,In Service,151.288464,-33.802576
Fibre to the Basement,19/06/2020,2BAL-A0104,In Service,151.286015,-33.799863
Fibre to the Basement,24/03/2016,2BAL-A0545,In Service,151.283947,-33.798592
Fibre to the Basement,19/06/2020,2BAL-A0548,In Service,151.285479,-33.799036
Fibre to the Basement,24/03/2016,2BAL-A0553,In Service,151.285863,-33.796656
Fibre to the Basement,24/03/2016,2BAL-A0555,In Service,151.287341,-33.798503
Fibre to the Basement,27/07/2017,2BAL-A0556,In Service,151.286763,-33.794325
Fibre to the Basement,24/03/2016,2BAL-A0557,In Service,151.286969,-33.796549
Fibre to the Basement,20/06/2019,2BAL-A0563,In Service,151.264309,-33.793053
Fibre to the Basement,24/03/2016,2BAL-A0570,In Service,151.268151,-33.784404
Fibre to the Basement,27/07/2017,2BAL-A0571,In Service,151.287184,-33.787563
Fibre to the Basement,30/08/2019,2BAL-A0690,In Service,151.280402,-33.794128
Fibre to the Basement,19/06/2020,2BAL-A0706,In Service,151.295813,-33.805102
Fibre to the Basement,19/06/2020,2BAL-A0713,In Service,151.285987,-33.804099
Fibre to the Basement,19/06/2020,2BAL-A0714,In Service,151.284431,-33.804322
Fibre to the Basement,19/06/2020,2BAL-A0715,In Service,151.284739,-33.803863
Fibre to the Basement,19/06/2020,2BAL-A0716,In Service,151.288398,-33.799141
Fibre to the Basement,19/06/2020,2BAL-A0717,In Service,151.2896,-33.799648
Fibre to the Basement,19/06/2020,2BAL-A0718,In Service,151.287395,-33.802298
Fibre to the Basement,19/06/2020,2BAL-A0719,In Service,151.291512,-33.801856
Fibre to the Basement,19/06/2020,2BAL-A0720,In Service,151.287044,-33.801179
Fibre to the Basement,19/06/2020,2BAL-A0721,In Service,151.288456,-33.801813
Fibre to the Basement,19/06/2020,2BAL-A0723,In Service,151.291021,-33.799783
Fibre to the Basement,19/06/2020,2BAL-A0724,In Service,151.291659,-33.799549
Fibre to the Basement,19/06/2020,2BAL-A0726,In Service,151.289745,-33.799843
Fibre to the Basement,19/06/2020,2BAL-A0727,In Service,151.288932,-33.79968
Fibre to the Basement,19/06/2020,2BAL-A0728,In Service,151.286955,-33.802694
Fibre to the Basement,24/04/2020,2BAL-A0732,In Service,151.284782,-33.795136
Fibre to the Basement,24/04/2020,2BAL-A0733,In Service,151.287398,-33.796259
Fibre to the Basement,24/04/2020,2BAL-A0735,In Service,151.286961,-33.796063
Fibre to the Basement,24/04/2020,2BAL-A0736,In Service,151.28677,-33.789052
Fibre to the Basement,24/04/2020,2BAL-A0737,In Service,151.286622,-33.79057
Fibre to the Basement,24/04/2020,2BAL-A0738,In Service,151.285023,-33.793964
Fibre to the Basement,24/04/2020,2BAL-A0739,In Service,151.285103,-33.793787
Fibre to the Basement,24/04/2020,2BAL-A0740,In Service,151.285218,-33.79346
Fibre to the Basement,24/04/2020,2BAL-A0741,In Service,151.286388,-33.79423
Fibre to the Basement,24/04/2020,2BAL-A0742,In Service,151.286605,-33.793995
Fibre to the Basement,24/04/2020,2BAL-A0743,In Service,151.286591,-33.793664
Fibre to the Basement,24/04/2020,2BAL-A0744,In Service,151.28666,-33.7919
Fibre to the Basement,24/04/2020,2BAL-A0745,In Service,151.2849,-33.794823
Fibre to the Basement,19/06/2020,2BAL-A0781,In Service,151.294836,-33.804892
Fibre to the Basement,19/06/2020,2BAL-A0782,In Service,151.288361,-33.804828
Fibre to the Basement,19/06/2020,2BAL-A0783,In Service,151.289799,-33.805191
Fibre to the Basement,19/06/2020,2BAL-A0784,In Service,151.28386,-33.806603
Fibre to the Basement,19/06/2020,2BAL-A0785,In Service,151.283351,-33.807828
Fibre to the Basement,19/06/2020,2BAL-A0786,In Service,151.283039,-33.808654
Fibre to the Basement,19/06/2020,2BAL-A0787,In Service,151.286837,-33.7998
Fibre to the Basement,19/06/2020,2BAL-A0788,In Service,151.286434,-33.800363
Fibre to the Basement,19/06/2020,2BAL-A0789,In Service,151.286384,-33.800135
Fibre to the Basement,19/06/2020,2BAL-A0790,In Service,151.286163,-33.800021
Fibre to the Basement,19/06/2020,2BAL-A0791,In Service,151.284632,-33.79993
Fibre to the Basement,19/06/2020,2BAL-A0792,In Service,151.28256,-33.79712
Fibre to the Basement,19/06/2020,2BAL-A0793,In Service,151.287317,-33.797949
Fibre to the Basement,19/06/2020,2BAL-A0794,In Service,151.286641,-33.799554
Fibre to the Basement,19/06/2020,2BAL-A0795,In Service,151.28542,-33.799469
Fibre to the Basement,19/06/2020,2BAL-A0796,In Service,151.28516,-33.799375
Fibre to the Basement,19/06/2020,2BAL-A0797,In Service,151.285986,-33.799256
Fibre to the Basement,19/06/2020,2BAL-A0798,In Service,151.28624,-33.799011
Fibre to the Basement,19/06/2020,2BAL-A0799,In Service,151.288324,-33.798084
Fibre to the Basement,19/06/2020,2BAL-A0800,In Service,151.282423,-33.798065
Fibre to the Basement,19/06/2020,2BAL-A0801,In Service,151.284166,-33.796925
Fibre to the Basement,19/06/2020,2BAL-A0802,In Service,151.286281,-33.797341
Fibre to the Basement,19/06/2020,2BAL-A0803,In Service,151.286416,-33.799756
Fibre to the Basement,19/06/2020,2BAL-A0826,In Service,151.283815,-33.799375
Fibre to the Basement,24/03/2016,2BAL-A0827,In Service,151.287682,-33.798031
Fibre to the Basement,24/03/2016,2BAL-A0836,In Service,151.267747,-33.785041
Fibre to the Basement,//,2BAM-A0061,Proposed,151.180604,-33.860946
Fibre to the Basement,31/03/2016,2BAM-A0211,In Service,151.179804,-33.861247
Fibre to the Basement,31/05/2017,2BAM-A0213,In Service,151.175243,-33.867685
Fibre to the Basement,28/04/2016,2BAM-A0214,In Service,151.177915,-33.852649
Fibre to the Basement,24/03/2016,2BAM-A0215,In Service,151.166821,-33.859256
Fibre to the Basement,25/08/2016,2BAM-A0217,In Service,151.179772,-33.862987
Fibre to the Basement,23/08/2019,2BAM-A0218,In Service,151.180931,-33.86217
Fibre to the Basement,23/08/2019,2BAM-A0219,In Service,151.18151,-33.861261
Fibre to the Basement,27/07/2017,2BAM-A0220,In Service,151.164696,-33.86046
Fibre to the Basement,24/03/2016,2BAM-A0221,In Service,151.165267,-33.860289
Fibre to the Basement,26/06/2015,2BAM-A0222,In Service,151.187605,-33.856715
Fibre to the Basement,31/08/2017,2BAM-A0223,In Service,151.16604,-33.860469
Fibre to the Basement,25/02/2016,2BAM-A0224,In Service,151.168774,-33.859654
Fibre to the Basement,25/10/2019,2BAM-A0229,In Service,151.181526,-33.859455
Fibre to the Basement,27/03/2019,2BAM-A0231,In Service,151.176169,-33.864924
Fibre to the Basement,27/03/2019,2BAM-A0232,In Service,151.173519,-33.868385
Fibre to the Basement,7/11/2019,2BAM-A0244,In Service,151.180757,-33.862999
Fibre to the Basement,23/01/2020,2BAM-A0289,In Service,151.192483,-33.854974
Fibre to the Basement,31/03/2016,2BAM-A0291,In Service,151.180486,-33.861261
Fibre to the Basement,31/08/2017,2BAM-A0298,In Service,151.165766,-33.860787
Fibre to the Basement,24/06/2020,2BAM-A0305,In Service,151.183603,-33.868269
Fibre to the Basement,22/06/2017,2BAN-A0520,In Service,151.031012,-33.91626
Fibre to the Basement,27/07/2017,2BAN-A0521,In Service,151.034662,-33.916721
Fibre to the Basement,22/06/2017,2BAN-A0522,In Service,151.037998,-33.918196
Fibre to the Basement,26/10/2017,2BAN-A0523,In Service,151.038549,-33.918218
Fibre to the Basement,29/06/2017,2BAN-A0524,In Service,151.037536,-33.918428
Fibre to the Basement,29/06/2017,2BAN-A0525,In Service,151.038244,-33.918608
Fibre to the Basement,23/11/2017,2BAN-A0526,In Service,151.038466,-33.920814
Fibre to the Basement,13/06/2019,2BAN-A0684,In Service,151.040869,-33.915893
Fibre to the Basement,6/06/2019,2BAN-A0685,In Service,151.037828,-33.916143
Fibre to the Basement,9/11/2018,2BAN-A0686,Proposed,151.035135,-33.916846
Fibre to the Basement,23/05/2019,2BAN-A0688,In Service,151.020814,-33.933128
Fibre to the Basement,22/03/2019,2BAN-A0689,In Service,151.029224,-33.933352
Fibre to the Basement,22/03/2019,2BAN-A0814,In Service,151.028759,-33.932782
Fibre to the Basement,24/11/2017,2BAN-A0856,Proposed,151.022884,-33.906301
Fibre to the Basement,//,2BAN-A0902,Proposed,151.023104,-33.906263
Fibre to the Basement,22/08/2019,2BAU-A0055,In Service,150.98272,-33.743936
Fibre to the Basement,10/01/2020,2BAU-A0065,In Service,150.988562,-33.760834
Fibre to the Basement,10/01/2020,2BAU-A0066,In Service,150.988607,-33.762211
Fibre to the Basement,10/01/2020,2BAU-A0067,In Service,150.991614,-33.762065
Fibre to the Basement,31/01/2020,2BAU-A0075,In Service,151.000179,-33.768498
Fibre to the Basement,31/01/2020,2BAU-A0076,In Service,150.999839,-33.772641
Fibre to the Basement,27/03/2020,2BAU-A0078,In Service,150.991556,-33.759141
Fibre to the Basement,27/03/2020,2BAU-A0080,In Service,150.992266,-33.75819
Fibre to the Basement,27/03/2020,2BAU-A0081,In Service,150.988883,-33.757715
Fibre to the Basement,27/03/2020,2BAU-A0082,In Service,150.988181,-33.758868
Fibre to the Basement,27/03/2020,2BAU-A0083,In Service,150.992919,-33.756627
Fibre to the Basement,27/03/2020,2BAU-A0084,In Service,150.993497,-33.757581
Fibre to the Basement,27/03/2020,2BAU-A0085,In Service,150.993941,-33.757386
Fibre to the Basement,30/04/2020,2BAU-A0086,In Service,150.990873,-33.758247
Fibre to the Basement,27/03/2020,2BAU-A0087,In Service,150.991553,-33.75799
Fibre to the Basement,27/03/2020,2BAU-A0088,In Service,150.991722,-33.757383
Fibre to the Basement,27/03/2020,2BAU-A0089,In Service,150.991741,-33.756173
Fibre to the Basement,27/03/2020,2BAU-A0090,In Service,150.988912,-33.755243
Fibre to the Basement,27/03/2020,2BAU-A0091,In Service,150.993562,-33.758241
Fibre to the Basement,18/03/2019,2BEG-A0001,In Service,149.841771,-36.673677
Fibre to the Basement,18/03/2019,2BEG-A0016,In Service,149.840993,-36.675577
Fibre to the Basement,18/03/2019,2BEG-A0029,In Service,149.851406,-36.675197
Fibre to the Basement,30/06/2020,2BEG-A0044,In Service,149.858342,-36.688754
Fibre to the Basement,28/12/2018,2BEG-A0068,Proposed,149.837894,-36.675504
Fibre to the Basement,6/01/2015,2BLK-A0679,In Service,150.911289,-33.744077
Fibre to the Basement,28/02/2017,2BLK-A0681,In Service,150.871629,-33.806373
Fibre to the Basement,23/11/2015,2BLK-A0685,In Service,150.910313,-33.764561
Fibre to the Basement,5/04/2016,2BLK-A0693,In Service,150.932593,-33.77539
Fibre to the Basement,21/08/2017,2BLK-A0695,In Service,150.889414,-33.790805
Fibre to the Basement,7/02/2017,2BLK-A0698,In Service,150.891699,-33.786147
Fibre to the Basement,21/08/2017,2BLK-A0701,In Service,150.888561,-33.789941
Fibre to the Basement,21/12/2015,2BLK-A0704,In Service,150.889605,-33.790463
Fibre to the Basement,24/05/2018,2BLK-A0710,In Service,150.875418,-33.798939
Fibre to the Basement,23/11/2015,2BLK-A1165,In Service,150.910265,-33.764806
Fibre to the Basement,24/04/2020,2BLN-A0065,In Service,153.526671,-28.862469
Fibre to the Basement,2/06/2020,2BLN-A0175,In Service,153.568453,-28.855136
Fibre to the Basement,11/12/2019,2BLN-A0176,In Service,153.559102,-28.857929
Fibre to the Basement,24/04/2020,2BLN-A0177,In Service,153.562437,-28.872745
Fibre to the Basement,24/04/2020,2BLN-A0178,In Service,153.562752,-28.871923
Fibre to the Basement,24/04/2020,2BLN-A0179,In Service,153.560511,-28.871223
Fibre to the Basement,19/12/2019,2BLN-A0182,In Service,153.561971,-28.858623
Fibre to the Basement,19/12/2019,2BLN-A0183,In Service,153.56707,-28.872288
Fibre to the Basement,30/06/2020,2BLN-A0209,In Service,153.570923,-28.866302
Fibre to the Basement,24/04/2020,2BLN-A0247,In Service,153.531547,-28.859306
Fibre to the Basement,24/04/2020,2BLN-A0266,Proposed,153.561909,-28.87183
Fibre to the Basement,24/03/2016,2BON-A0534,In Service,151.248034,-33.892947
Fibre to the Basement,24/03/2016,2BON-A0535,In Service,151.262062,-33.893961
Fibre to the Basement,28/04/2016,2BON-A0536,In Service,151.257474,-33.901194
Fibre to the Basement,25/02/2016,2BON-A0537,In Service,151.252219,-33.890869
Fibre to the Basement,25/08/2016,2BON-A0539,In Service,151.253105,-33.891394
Fibre to the Basement,25/08/2016,2BON-A0540,In Service,151.246877,-33.892711
Fibre to the Basement,26/10/2017,2BON-A0541,In Service,151.245233,-33.892346
Fibre to the Basement,25/05/2017,2BON-A0542,In Service,151.245883,-33.891746
Fibre to the Basement,17/12/2015,2BON-A0543,In Service,151.245746,-33.891039
Fibre to the Basement,31/03/2016,2BON-A0544,In Service,151.249048,-33.893424
Fibre to the Basement,25/02/2016,2BON-A0545,In Service,151.252647,-33.892261
Fibre to the Basement,25/05/2017,2BON-A0546,In Service,151.246819,-33.892981
Fibre to the Basement,14/09/2018,2BON-A0581,Proposed,151.248637,-33.891228
Fibre to the Basement,16/01/2020,2BON-A0583,In Service,151.25083,-33.892171
Fibre to the Basement,14/09/2018,2BON-A0584,Proposed,151.249132,-33.892892
Fibre to the Basement,27/05/2019,2BON-A0585,In Service,151.253228,-33.897344
Fibre to the Basement,24/11/2017,2BON-A0642,Proposed,151.251952,-33.896874
Fibre to the Basement,22/02/2018,2BOT-A0170,In Service,151.235521,-33.940662
Fibre to the Basement,28/09/2017,2BOT-A0171,In Service,151.236391,-33.940126
Fibre to the Basement,29/06/2017,2BOT-A0173,In Service,151.240044,-33.941272
Fibre to the Basement,24/08/2017,2BOT-A0174,In Service,151.236355,-33.940753
Fibre to the Basement,4/12/2018,2BOT-A0175,In Service,151.24283,-33.941657
Fibre to the Basement,4/12/2018,2BOT-A0176,In Service,151.241241,-33.941445
Fibre to the Basement,29/06/2017,2BOT-A0177,In Service,151.239763,-33.941375
Fibre to the Basement,27/07/2017,2BOT-A0178,In Service,151.206736,-33.94349
Fibre to the Basement,4/12/2018,2BOT-A0191,In Service,151.238133,-33.938659
Fibre to the Basement,4/12/2018,2BOT-A0192,In Service,151.238164,-33.938859
Fibre to the Basement,4/12/2018,2BOT-A0193,In Service,151.239512,-33.939557
Fibre to the Basement,4/12/2018,2BOT-A0194,In Service,151.237487,-33.939325
Fibre to the Basement,4/12/2018,2BOT-A0205,In Service,151.237431,-33.939601
Fibre to the Basement,13/12/2018,2BOT-A0207,In Service,151.240448,-33.941347
Fibre to the Basement,4/12/2018,2BOT-A0208,In Service,151.239028,-33.943181
Fibre to the Basement,19/12/2018,2BOT-A0211,In Service,151.240914,-33.941391
Fibre to the Basement,4/12/2018,2BOT-A0212,In Service,151.242252,-33.942451
Fibre to the Basement,4/12/2018,2BOT-A0217,In Service,151.239883,-33.942056
Fibre to the Basement,22/03/2019,2BOT-A0218,In Service,151.239422,-33.938972
Fibre to the Basement,4/12/2018,2BOT-A0219,In Service,151.237755,-33.939505
Fibre to the Basement,18/12/2018,2BOT-A0220,In Service,151.236882,-33.940136
Fibre to the Basement,4/12/2018,2BOT-A0221,In Service,151.237924,-33.937785
Fibre to the Basement,4/12/2018,2BOT-A0222,In Service,151.239774,-33.940534
Fibre to the Basement,4/12/2018,2BOT-A0223,In Service,151.239203,-33.938846
Fibre to the Basement,18/01/2019,2BOT-A0225,In Service,151.23896,-33.942881
Fibre to the Basement,26/02/2019,2BOT-A0226,In Service,151.212296,-33.946581
Fibre to the Basement,31/10/2019,2BOT-A0227,In Service,151.208672,-33.949501
Fibre to the Basement,21/02/2019,2BOT-A0228,In Service,151.206166,-33.956009
Fibre to the Basement,21/02/2019,2BOT-A0229,In Service,151.215709,-33.960843
Fibre to the Basement,4/01/2019,2BOT-A0231,In Service,151.220533,-33.946132
Fibre to the Basement,26/02/2019,2BOT-A0232,In Service,151.207007,-33.940533
Fibre to the Basement,12/12/2018,2BOT-A0234,In Service,151.237575,-33.941692
Fibre to the Basement,27/03/2019,2BOT-A0238,In Service,151.211362,-33.959839
Fibre to the Basement,14/08/2019,2BOT-A0241,In Service,151.19662,-33.951889
Fibre to the Basement,28/12/2018,2BOT-A0242,In Service,151.196503,-33.952582
Fibre to the Basement,28/12/2018,2BOT-A0244,In Service,151.196926,-33.941778
Fibre to the Basement,9/01/2019,2BOT-A0246,In Service,151.256744,-33.94355
Fibre to the Basement,28/12/2018,2BOT-A0254,In Service,151.203948,-33.940771
Fibre to the Basement,28/12/2018,2BOT-A0255,In Service,151.204704,-33.941172
Fibre to the Basement,28/12/2018,2BOT-A0257,In Service,151.208389,-33.945222
Fibre to the Basement,28/12/2018,2BOT-A0261,In Service,151.197054,-33.944967
Fibre to the Basement,9/01/2019,2BOT-A0274,In Service,151.25565,-33.94475
Fibre to the Basement,12/07/2019,2BOT-A0370,In Service,151.242677,-33.930266
Fibre to the Basement,18/03/2019,2BOT-A0371,In Service,151.220502,-33.96131
Fibre to the Basement,22/10/2019,2BOT-A0372,In Service,151.224868,-33.958807
Fibre to the Basement,15/04/2019,2BOT-A0373,In Service,151.224388,-33.957944
Fibre to the Basement,7/10/2019,2BOT-A0374,In Service,151.200918,-33.954582
Fibre to the Basement,29/03/2019,2BOT-A0376,In Service,151.199707,-33.954215
Fibre to the Basement,29/01/2019,2BOT-A0378,In Service,151.19858,-33.953195
Fibre to the Basement,28/12/2018,2BOT-A0379,Proposed,151.204878,-33.952843
Fibre to the Basement,24/05/2019,2BOT-A0380,In Service,151.197709,-33.953379
Fibre to the Basement,22/03/2019,2BOT-A0381,In Service,151.1961,-33.952334
Fibre to the Basement,31/10/2019,2BOT-A0420,In Service,151.228032,-33.92631
Fibre to the Basement,15/11/2019,2BOT-A0421,In Service,151.230729,-33.933537
Fibre to the Basement,7/10/2019,2BOT-A0422,In Service,151.259922,-33.943637
Fibre to the Basement,21/02/2019,2BOT-A0426,In Service,151.210715,-33.946093
Fibre to the Basement,12/11/2019,2BOT-A0427,In Service,151.203782,-33.946743
Fibre to the Basement,27/02/2020,2BOT-A0428,In Service,151.203429,-33.945695
Fibre to the Basement,31/05/2019,2BOT-A0429,In Service,151.203931,-33.945071
Fibre to the Basement,7/10/2019,2BOT-A0430,In Service,151.258915,-33.944106
Fibre to the Basement,12/03/2020,2BOT-A0431,In Service,151.224211,-33.944734
Fibre to the Basement,5/06/2019,2BOT-A0433,In Service,151.198067,-33.942808
Fibre to the Basement,14/06/2019,2BOT-A0434,In Service,151.238783,-33.94218
Fibre to the Basement,18/03/2019,2BOT-A0435,In Service,151.202873,-33.944121
Fibre to the Basement,24/05/2019,2BOT-A0436,In Service,151.20494,-33.940579
Fibre to the Basement,21/02/2019,2BOT-A0437,In Service,151.237714,-33.941827
Fibre to the Basement,17/09/2019,2BOT-A0469,In Service,151.240186,-33.940619
Fibre to the Basement,24/05/2019,2BOT-A0476,In Service,151.238096,-33.939592
Fibre to the Basement,13/02/2019,2BOT-A0478,In Service,151.23818,-33.939015
Fibre to the Basement,18/03/2019,2BOT-A0479,In Service,151.196752,-33.942461
Fibre to the Basement,31/10/2019,2BOT-A0480,In Service,151.194649,-33.942034
Fibre to the Basement,12/11/2019,2BOT-A0481,In Service,151.195634,-33.940089
Fibre to the Basement,26/02/2020,2BOT-A0482,In Service,151.196582,-33.939755
Fibre to the Basement,17/10/2019,2BOT-A0483,In Service,151.197694,-33.939075
Fibre to the Basement,26/02/2019,2BOT-A0484,In Service,151.205858,-33.940659
Fibre to the Basement,2/10/2019,2BOT-A0485,In Service,151.235175,-33.94063
Fibre to the Basement,14/06/2019,2BOT-A0601,In Service,151.23832,-33.939684
Fibre to the Basement,15/10/2019,2BOT-A0602,In Service,151.263746,-33.940749
Fibre to the Basement,27/02/2019,2BOT-A0603,In Service,151.202551,-33.943555
Fibre to the Basement,26/08/2019,2BOT-A0606,In Service,151.19884,-33.948875
Fibre to the Basement,13/03/2020,2BOT-A0615,In Service,151.19871,-33.940528
Fibre to the Basement,10/12/2019,2BOT-A0616,In Service,151.20544,-33.943965
Fibre to the Basement,10/12/2019,2BOT-A0617,In Service,151.203991,-33.94413
Fibre to the Basement,1/12/2019,2BOT-A0618,In Service,151.196467,-33.945479
Fibre to the Basement,19/12/2019,2BOT-A0620,In Service,151.208463,-33.955734
Fibre to the Basement,30/09/2020,2BOT-A0621,Proposed,151.200734,-33.938793
Fibre to the Basement,30/11/2018,2BOT-A0634,Proposed,151.217638,-33.946855
Fibre to the Basement,9/04/2020,2BOT-A0635,In Service,151.224891,-33.962523
Fibre to the Basement,23/12/2019,2BOT-A0638,In Service,151.240073,-33.94146
Fibre to the Basement,4/12/2018,2BOT-A0657,In Service,151.239411,-33.938777
Fibre to the Basement,26/02/2019,2BOT-A0663,In Service,151.212128,-33.946201
Fibre to the Basement,22/02/2018,2BOT-A0664,In Service,151.235721,-33.94069
Fibre to the Basement,4/12/2018,2BOT-A0667,In Service,151.240121,-33.940568
Fibre to the Basement,29/04/2020,2BOT-A0679,In Service,151.25658,-33.945956
Fibre to the Basement,6/05/2020,2BOT-A0685,In Service,151.212861,-33.945304
Fibre to the Basement,22/09/2016,2BOT-A0691,In Service,151.238022,-33.940662
Fibre to the Basement,28/12/2018,2BOT-A0716,Proposed,151.203995,-33.953776
Fibre to the Basement,31/12/2019,2BRG-A0337,In Service,150.811224,-33.946277
Fibre to the Basement,1/06/2020,2BRG-A0341,In Service,150.810068,-33.93367
Fibre to the Basement,1/06/2020,2BRG-A0512,In Service,150.810923,-33.933736
Fibre to the Basement,6/02/2019,2BTH-A0308,In Service,149.577193,-33.422052
Fibre to the Basement,11/07/2019,2BTH-A0374,In Service,149.560189,-33.431525
Fibre to the Basement,3/12/2019,2BTH-A0375,In Service,149.576982,-33.41723
Fibre to the Basement,5/04/2019,2BTH-A0378,In Service,149.577202,-33.416814
Fibre to the Basement,2/08/2019,2BTH-A0379,In Service,149.580407,-33.41665
Fibre to the Basement,28/06/2019,2BTH-A0380,In Service,149.582005,-33.415954
Fibre to the Basement,10/06/2020,2BTH-A0381,In Service,149.583189,-33.417741
Fibre to the Basement,26/02/2019,2BTH-A0382,In Service,149.578476,-33.419085
Fibre to the Basement,5/06/2019,2BTH-A0385,In Service,149.579896,-33.419816
Fibre to the Basement,16/07/2019,2BTH-A0386,In Service,149.581518,-33.419103
Fibre to the Basement,5/06/2019,2BTH-A0387,In Service,149.579099,-33.419898
Fibre to the Basement,6/02/2019,2BTH-A0389,In Service,149.577601,-33.422125
Fibre to the Basement,26/02/2019,2BTH-A0390,In Service,149.578883,-33.418801
Fibre to the Basement,5/04/2019,2BTH-A0457,In Service,149.576996,-33.416967
Fibre to the Basement,6/02/2019,2BTH-A0557,In Service,149.577408,-33.421686
Fibre to the Basement,6/02/2019,2BTH-A0558,In Service,149.577017,-33.421674
Fibre to the Basement,13/07/2018,2BTM-A0042,In Service,150.178975,-35.709863
Fibre to the Basement,16/04/2019,2BTM-A0052,In Service,150.175688,-35.708067
Fibre to the Basement,10/05/2018,2BTM-A0053,In Service,150.175793,-35.70699
Fibre to the Basement,8/02/2018,2BTM-A0054,In Service,150.176389,-35.704748
Fibre to the Basement,21/03/2017,2BUP-A0128,In Service,151.557166,-33.192162
Fibre to the Basement,21/09/2017,2BUR-A0357,In Service,151.107111,-33.875604
Fibre to the Basement,31/03/2016,2BUR-A0358,In Service,151.113755,-33.879973
Fibre to the Basement,31/08/2018,2BUR-A0359,In Service,151.102293,-33.877659
Fibre to the Basement,27/07/2017,2BUR-A0360,In Service,151.10514,-33.879515
Fibre to the Basement,24/08/2017,2BUR-A0361,In Service,151.102467,-33.879124
Fibre to the Basement,29/06/2017,2BUR-A0362,In Service,151.106322,-33.878985
Fibre to the Basement,31/08/2018,2BUR-A0363,In Service,151.099474,-33.878193
Fibre to the Basement,31/08/2018,2BUR-A0364,In Service,151.103199,-33.877717
Fibre to the Basement,24/03/2016,2BUR-A0365,In Service,151.086293,-33.855486
Fibre to the Basement,24/03/2016,2BUR-A0366,In Service,151.086551,-33.856231
Fibre to the Basement,24/03/2016,2BUR-A0367,In Service,151.104536,-33.868416
Fibre to the Basement,24/03/2016,2BUR-A0368,In Service,151.086788,-33.856973
Fibre to the Basement,22/03/2018,2BUR-A0369,In Service,151.066415,-33.861636
Fibre to the Basement,26/10/2017,2BUR-A0370,In Service,151.067609,-33.859963
Fibre to the Basement,26/10/2017,2BUR-A0371,In Service,151.067391,-33.860333
Fibre to the Basement,23/11/2017,2BUR-A0372,In Service,151.088276,-33.86072
Fibre to the Basement,23/11/2017,2BUR-A0373,In Service,151.079435,-33.862166
Fibre to the Basement,21/09/2017,2BUR-A0374,In Service,151.0808,-33.862443
Fibre to the Basement,25/02/2016,2BUR-A0375,In Service,151.083379,-33.863788
Fibre to the Basement,25/02/2016,2BUR-A0376,In Service,151.083037,-33.863945
Fibre to the Basement,25/02/2016,2BUR-A0377,In Service,151.091198,-33.866038
Fibre to the Basement,25/02/2016,2BUR-A0378,In Service,151.100739,-33.876798
Fibre to the Basement,29/02/2016,2BUR-A0379,In Service,151.091742,-33.866191
Fibre to the Basement,25/02/2016,2BUR-A0380,In Service,151.092514,-33.866326
Fibre to the Basement,23/11/2017,2BUR-A0381,In Service,151.105441,-33.870069
Fibre to the Basement,23/11/2017,2BUR-A0382,In Service,151.092626,-33.866582
Fibre to the Basement,24/03/2016,2BUR-A0383,In Service,151.093199,-33.866588
Fibre to the Basement,20/04/2017,2BUR-A0384,In Service,151.119627,-33.868133
Fibre to the Basement,31/08/2018,2BUR-A0386,In Service,151.102188,-33.874932
Fibre to the Basement,25/02/2016,2BUR-A0387,In Service,151.102593,-33.875383
Fibre to the Basement,25/05/2017,2BUR-A0388,In Service,151.102042,-33.876976
Fibre to the Basement,20/09/2018,2BUR-A0428,In Service,151.10576,-33.878108
Fibre to the Basement,16/11/2018,2BUR-A0430,Under Construction,151.105335,-33.869418
Fibre to the Basement,17/12/2015,2BUR-A0520,In Service,151.086016,-33.854521
Fibre to the Basement,28/01/2016,2BUR-A0522,In Service,151.085349,-33.851905
Fibre to the Basement,21/09/2017,2BUR-A0523,In Service,151.08577,-33.853658
Fibre to the Basement,21/12/2017,2BUR-A0538,In Service,151.097682,-33.876718
Fibre to the Basement,8/01/2019,2BUR-A0539,In Service,151.084834,-33.903634
Fibre to the Basement,7/11/2019,2BUR-A0677,In Service,151.1034,-33.854821
Fibre to the Basement,17/12/2018,2BUR-A0695,In Service,151.101312,-33.876207
Fibre to the Basement,26/07/2020,2BUR-A0740,Proposed,151.099445,-33.878344
Fibre to the Basement,10/01/2020,2BUR-A0783,In Service,151.105983,-33.878927
Fibre to the Basement,7/02/2020,2BUR-A0789,In Service,151.110844,-33.88718
