Technology_Type,Ready_for_Service_Date,Area_ID,Service_Status,longitude,latitude
Fibre to the Basement,21/06/2019,2DAL-A0596,In Service,151.206548,-33.862312
Fibre to the Basement,21/06/2019,2DAL-A0597,In Service,151.206679,-33.862126
Fibre to the Basement,21/06/2019,2DAL-A0598,In Service,151.20616,-33.862064
Fibre to the Basement,21/06/2019,2DAL-A0599,In Service,151.206947,-33.860127
Fibre to the Basement,21/06/2019,2DAL-A0600,In Service,151.207284,-33.859367
Fibre to the Basement,21/06/2019,2DAL-A0601,In Service,151.20769,-33.858361
Fibre to the Basement,17/09/2020,2DAL-A0603,Proposed,151.203584,-33.862135
Fibre to the Basement,21/06/2019,2DAL-A0606,In Service,151.203778,-33.864675
Fibre to the Basement,21/06/2019,2DAL-A0607,In Service,151.202133,-33.866366
Fibre to the Basement,26/06/2019,2DAL-A0608,In Service,151.204269,-33.864144
Fibre to the Basement,21/06/2019,2DAL-A0609,In Service,151.204488,-33.864223
Fibre to the Basement,21/06/2019,2DAL-A0610,In Service,151.201597,-33.867924
Fibre to the Basement,21/06/2019,2DAL-A0611,In Service,151.203503,-33.863836
Fibre to the Basement,21/06/2019,2DAL-A0612,In Service,151.202801,-33.866673
Fibre to the Basement,21/06/2019,2DAL-A0613,In Service,151.201542,-33.866412
Fibre to the Basement,21/06/2019,2DAL-A0614,In Service,151.202893,-33.866284
Fibre to the Basement,21/06/2019,2DAL-A0615,In Service,151.203588,-33.863248
Fibre to the Basement,21/06/2019,2DAL-A0616,In Service,151.204621,-33.866045
Fibre to the Basement,21/06/2019,2DAL-A0617,In Service,151.20385,-33.865953
Fibre to the Basement,21/06/2019,2DAL-A0618,In Service,151.202829,-33.86577
Fibre to the Basement,21/06/2019,2DAL-A0619,In Service,151.204564,-33.865555
Fibre to the Basement,21/06/2019,2DAL-A0621,In Service,151.20449,-33.864936
Fibre to the Basement,8/12/2017,2DAL-A0622,Proposed,151.209376,-33.86704
Fibre to the Basement,19/06/2020,2DAL-A0623,In Service,151.203144,-33.8618
Fibre to the Basement,10/09/2020,2DAL-A0626,Proposed,151.209865,-33.869333
Fibre to the Basement,25/06/2019,2DAL-A0627,In Service,151.213005,-33.868995
Fibre to the Basement,10/09/2020,2DAL-A0631,Proposed,151.211741,-33.865866
Fibre to the Basement,11/12/2019,2DAL-A0634,In Service,151.211001,-33.867238
Fibre to the Basement,31/01/2020,2DAL-A0640,In Service,151.20874,-33.858138
Fibre to the Basement,29/09/2017,2DAL-A0641,In Service,151.205597,-33.869918
Fibre to the Basement,28/12/2018,2DAL-A0642,In Service,151.204404,-33.86982
Fibre to the Basement,31/01/2020,2DAL-A0644,In Service,151.208764,-33.857157
Fibre to the Basement,31/01/2020,2DAL-A0645,In Service,151.20803,-33.860802
Fibre to the Basement,31/01/2020,2DAL-A0646,In Service,151.208452,-33.858614
Fibre to the Basement,31/01/2020,2DAL-A0647,In Service,151.209397,-33.857849
Fibre to the Basement,31/01/2020,2DAL-A0648,In Service,151.209015,-33.857661
Fibre to the Basement,31/01/2020,2DAL-A0649,In Service,151.208464,-33.856607
Fibre to the Basement,31/01/2020,2DAL-A0650,In Service,151.206961,-33.854761
Fibre to the Basement,31/01/2020,2DAL-A0651,In Service,151.202258,-33.858541
Fibre to the Basement,31/01/2020,2DAL-A0652,In Service,151.203323,-33.857382
Fibre to the Basement,31/01/2020,2DAL-A0653,In Service,151.205185,-33.857311
Fibre to the Basement,31/01/2020,2DAL-A0654,In Service,151.204319,-33.857318
Fibre to the Basement,31/01/2020,2DAL-A0655,In Service,151.202943,-33.857019
Fibre to the Basement,31/01/2020,2DAL-A0656,In Service,151.206163,-33.856896
Fibre to the Basement,31/01/2020,2DAL-A0657,In Service,151.204095,-33.85667
Fibre to the Basement,31/01/2020,2DAL-A0658,In Service,151.205299,-33.856556
Fibre to the Basement,31/01/2020,2DAL-A0659,In Service,151.203708,-33.855919
Fibre to the Basement,31/01/2020,2DAL-A0660,In Service,151.208968,-33.855994
Fibre to the Basement,31/01/2020,2DAL-A0661,In Service,151.207629,-33.859626
Fibre to the Basement,31/01/2020,2DAL-A0662,In Service,151.203227,-33.862842
Fibre to the Basement,28/12/2018,2DAL-A0667,In Service,151.204839,-33.869391
Fibre to the Basement,9/06/2020,2DAL-A0675,In Service,151.208821,-33.863017
Fibre to the Basement,23/03/2020,2DAL-A0679,In Service,151.208523,-33.86271
Fibre to the Basement,25/02/2020,2DAL-A0681,In Service,151.208818,-33.862711
Fibre to the Basement,11/12/2019,2DAL-A0682,In Service,151.212758,-33.861752
Fibre to the Basement,12/02/2019,2DAL-A0683,In Service,151.205323,-33.870757
Fibre to the Basement,19/12/2018,2DAL-A0686,In Service,151.208288,-33.865458
Fibre to the Basement,17/06/2019,2DAL-A0687,In Service,151.209095,-33.857071
Fibre to the Basement,17/06/2019,2DAL-A0688,In Service,151.209397,-33.857412
Fibre to the Basement,5/05/2017,2DAL-A0689,Proposed,151.208206,-33.861721
Fibre to the Basement,5/05/2017,2DAL-A0690,Proposed,151.208518,-33.862024
Fibre to the Basement,26/09/2017,2DAL-A0692,In Service,151.20992,-33.869941
Fibre to the Basement,28/12/2018,2DAL-A0698,In Service,151.20382,-33.869003
Fibre to the Basement,28/09/2017,2DAL-A0705,Proposed,151.206679,-33.869447
Fibre to the Basement,16/05/2017,2DAP-A0223,In Service,150.812877,-34.488046
Fibre to the Basement,24/08/2017,2DAP-A0224,In Service,150.766412,-34.488759
Fibre to the Basement,8/07/2016,2DBB-A0333,In Service,148.5757,-32.214972
Fibre to the Basement,21/02/2018,2DBB-A0503,In Service,148.600934,-32.262222
Fibre to the Basement,31/07/2016,2DBB-A0504,In Service,148.631368,-32.255786
Fibre to the Basement,29/08/2017,2DBB-A0505,In Service,148.599495,-32.250275
Fibre to the Basement,20/12/2017,2DBB-A0506,In Service,148.631307,-32.250813
Fibre to the Basement,13/07/2016,2DBB-A0508,In Service,148.620682,-32.239613
Fibre to the Basement,4/08/2016,2DBB-A0509,In Service,148.626984,-32.237666
Fibre to the Basement,7/05/2019,2DBB-A0716,In Service,148.570991,-32.250177
Fibre to the Basement,31/07/2016,2DBB-A0824,In Service,148.631678,-32.254785
Fibre to the Basement,8/07/2016,2DBB-A0870,In Service,148.570345,-32.215605
Fibre to the Basement,26/10/2017,2DEW-A0112,In Service,151.287996,-33.752282
Fibre to the Basement,26/10/2017,2DEW-A0133,In Service,151.28326,-33.754994
Fibre to the Basement,21/09/2017,2DEW-A0140,In Service,151.284034,-33.75587
Fibre to the Basement,26/10/2017,2DEW-A0141,In Service,151.283543,-33.7546
Fibre to the Basement,28/09/2017,2DEW-A0175,In Service,151.286541,-33.755188
Fibre to the Basement,26/04/2018,2DEW-A0176,In Service,151.284708,-33.755037
Fibre to the Basement,23/11/2017,2DEW-A0177,In Service,151.299569,-33.729143
Fibre to the Basement,23/11/2017,2DEW-A0178,In Service,151.300219,-33.731645
Fibre to the Basement,21/09/2017,2DEW-A0179,In Service,151.287612,-33.750843
Fibre to the Basement,25/01/2018,2DEW-A0180,In Service,151.288673,-33.751991
Fibre to the Basement,14/12/2018,2DEW-A0181,Proposed,151.268307,-33.719203
Fibre to the Basement,14/12/2018,2DEW-A0183,Proposed,151.266249,-33.740476
Fibre to the Basement,16/01/2020,2DEW-A0184,In Service,151.262751,-33.735484
Fibre to the Basement,17/01/2020,2DEW-A0188,In Service,151.286019,-33.753878
Fibre to the Basement,17/01/2020,2DEW-A0189,In Service,151.289774,-33.754364
Fibre to the Basement,17/01/2020,2DEW-A0190,In Service,151.289287,-33.754299
Fibre to the Basement,17/01/2020,2DEW-A0191,In Service,151.290957,-33.754523
Fibre to the Basement,17/01/2020,2DEW-A0192,In Service,151.293794,-33.752062
Fibre to the Basement,17/01/2020,2DEW-A0193,In Service,151.295138,-33.752246
Fibre to the Basement,17/01/2020,2DEW-A0194,In Service,151.294857,-33.753311
Fibre to the Basement,17/01/2020,2DEW-A0195,In Service,151.296333,-33.752973
Fibre to the Basement,17/01/2020,2DEW-A0196,In Service,151.288957,-33.753167
Fibre to the Basement,17/01/2020,2DEW-A0197,In Service,151.288513,-33.753089
Fibre to the Basement,17/01/2020,2DEW-A0198,In Service,151.291848,-33.752974
Fibre to the Basement,17/01/2020,2DEW-A0199,In Service,151.28948,-33.752549
Fibre to the Basement,17/01/2020,2DEW-A0200,In Service,151.295987,-33.752369
Fibre to the Basement,17/01/2020,2DEW-A0201,In Service,151.293903,-33.753879
Fibre to the Basement,17/01/2020,2DEW-A0204,In Service,151.286423,-33.753935
Fibre to the Basement,17/01/2020,2DEW-A0205,In Service,151.283221,-33.753121
Fibre to the Basement,17/01/2020,2DEW-A0206,In Service,151.283261,-33.752805
Fibre to the Basement,17/01/2020,2DEW-A0207,In Service,151.283562,-33.752084
Fibre to the Basement,17/01/2020,2DEW-A0208,In Service,151.268791,-33.743208
Fibre to the Basement,17/01/2020,2DEW-A0209,In Service,151.286716,-33.753294
Fibre to the Basement,17/01/2020,2DEW-A0210,In Service,151.268707,-33.744053
Fibre to the Basement,17/01/2020,2DEW-A0211,In Service,151.289589,-33.752283
Fibre to the Basement,17/01/2020,2DEW-A0212,In Service,151.291438,-33.751748
Fibre to the Basement,17/01/2020,2DEW-A0213,In Service,151.289351,-33.751025
Fibre to the Basement,17/01/2020,2DEW-A0214,In Service,151.287347,-33.750323
Fibre to the Basement,17/01/2020,2DEW-A0215,In Service,151.287247,-33.750122
Fibre to the Basement,17/01/2020,2DEW-A0216,In Service,151.288232,-33.750102
Fibre to the Basement,17/01/2020,2DEW-A0217,In Service,151.276525,-33.750812
Fibre to the Basement,17/01/2020,2DEW-A0218,In Service,151.287705,-33.749749
Fibre to the Basement,7/04/2020,2DEW-A0219,In Service,151.271512,-33.747706
Fibre to the Basement,17/01/2020,2DEW-A0220,In Service,151.265392,-33.745274
Fibre to the Basement,24/04/2020,2DEW-A0221,In Service,151.285743,-33.756285
Fibre to the Basement,17/01/2020,2DEW-A0222,In Service,151.280097,-33.733379
Fibre to the Basement,17/01/2020,2DEW-A0223,In Service,151.278929,-33.733433
Fibre to the Basement,17/01/2020,2DEW-A0224,In Service,151.28175,-33.732934
Fibre to the Basement,17/01/2020,2DEW-A0225,In Service,151.2823,-33.735819
Fibre to the Basement,17/01/2020,2DEW-A0226,In Service,151.287222,-33.741274
Fibre to the Basement,17/01/2020,2DEW-A0227,In Service,151.290644,-33.741834
Fibre to the Basement,17/01/2020,2DEW-A0228,In Service,151.284117,-33.742493
Fibre to the Basement,31/01/2020,2DEW-A0232,In Service,151.292812,-33.754778
Fibre to the Basement,31/01/2020,2DEW-A0233,In Service,151.295418,-33.755129
Fibre to the Basement,31/01/2020,2DEW-A0234,In Service,151.291011,-33.754791
Fibre to the Basement,20/03/2020,2DEW-A0235,In Service,151.290525,-33.754929
Fibre to the Basement,31/01/2020,2DEW-A0236,In Service,151.295302,-33.755603
Fibre to the Basement,31/01/2020,2DEW-A0237,In Service,151.293086,-33.756106
Fibre to the Basement,31/01/2020,2DEW-A0238,In Service,151.295245,-33.757289
Fibre to the Basement,31/01/2020,2DEW-A0239,In Service,151.297039,-33.757533
Fibre to the Basement,31/01/2020,2DEW-A0240,In Service,151.298448,-33.755381
Fibre to the Basement,12/06/2020,2DEW-A0241,In Service,151.285101,-33.721079
Fibre to the Basement,12/06/2020,2DEW-A0242,In Service,151.284091,-33.721167
Fibre to the Basement,12/06/2020,2DEW-A0243,In Service,151.278141,-33.722014
Fibre to the Basement,12/06/2020,2DEW-A0244,In Service,151.282208,-33.722306
Fibre to the Basement,12/06/2020,2DEW-A0245,In Service,151.281183,-33.722465
Fibre to the Basement,12/06/2020,2DEW-A0246,In Service,151.285677,-33.721601
Fibre to the Basement,18/06/2020,2DEW-A0247,In Service,151.286982,-33.722447
Fibre to the Basement,12/06/2020,2DEW-A0248,In Service,151.286565,-33.72266
Fibre to the Basement,24/04/2020,2DEW-A0250,In Service,151.289695,-33.755438
Fibre to the Basement,24/04/2020,2DEW-A0251,In Service,151.289176,-33.756393
Fibre to the Basement,24/04/2020,2DEW-A0252,In Service,151.28691,-33.756287
Fibre to the Basement,24/04/2020,2DEW-A0253,In Service,151.288442,-33.756163
Fibre to the Basement,24/04/2020,2DEW-A0254,In Service,151.28776,-33.756179
Fibre to the Basement,24/04/2020,2DEW-A0255,In Service,151.283568,-33.75599
Fibre to the Basement,24/04/2020,2DEW-A0256,In Service,151.287055,-33.755075
Fibre to the Basement,24/04/2020,2DEW-A0258,In Service,151.287962,-33.755208
Fibre to the Basement,24/04/2020,2DEW-A0259,In Service,151.290642,-33.755771
Fibre to the Basement,24/04/2020,2DEW-A0260,In Service,151.290265,-33.755515
Fibre to the Basement,24/04/2020,2DEW-A0261,In Service,151.286353,-33.756053
Fibre to the Basement,24/04/2020,2DEW-A0262,In Service,151.285071,-33.755963
Fibre to the Basement,24/04/2020,2DEW-A0263,In Service,151.285817,-33.755904
Fibre to the Basement,24/04/2020,2DEW-A0264,In Service,151.287274,-33.755856
Fibre to the Basement,24/04/2020,2DEW-A0265,In Service,151.286746,-33.755431
Fibre to the Basement,24/04/2020,2DEW-A0266,In Service,151.285854,-33.755321
Fibre to the Basement,24/04/2020,2DEW-A0267,In Service,151.288817,-33.75548
Fibre to the Basement,3/06/2020,2DEW-A0268,In Service,151.290653,-33.756687
Fibre to the Basement,24/04/2020,2DEW-A0269,In Service,151.288961,-33.755964
Fibre to the Basement,29/05/2020,2DEW-A0271,In Service,151.281135,-33.756954
Fibre to the Basement,29/05/2020,2DEW-A0275,In Service,151.284175,-33.752289
Fibre to the Basement,29/05/2020,2DEW-A0276,In Service,151.28462,-33.752551
Fibre to the Basement,29/05/2020,2DEW-A0277,In Service,151.284533,-33.752957
Fibre to the Basement,29/05/2020,2DEW-A0279,In Service,151.282604,-33.754248
Fibre to the Basement,29/05/2020,2DEW-A0280,In Service,151.282482,-33.754853
Fibre to the Basement,29/05/2020,2DEW-A0281,In Service,151.282155,-33.755158
Fibre to the Basement,29/05/2020,2DEW-A0282,In Service,151.282073,-33.755428
Fibre to the Basement,12/06/2020,2DEW-A0295,In Service,151.28585,-33.721346
Fibre to the Basement,15/06/2020,2DNQ-A0050,In Service,144.960534,-35.529408
Fibre to the Basement,28/01/2016,2DRU-A0011,In Service,151.128883,-33.867977
Fibre to the Basement,22/03/2018,2DRU-A0078,In Service,151.156329,-33.85345
Fibre to the Basement,30/11/2015,2DRU-A0079,In Service,151.137086,-33.851234
Fibre to the Basement,31/01/2019,2DRU-A0097,Proposed,151.119968,-33.867542
Fibre to the Basement,30/06/2020,2DRU-A0140,Proposed,151.156655,-33.853554
Fibre to the Basement,22/09/2016,2DRU-A0145,In Service,151.120028,-33.867138
Fibre to the Basement,28/09/2017,2DRU-A0148,In Service,151.135155,-33.849673
Fibre to the Basement,25/02/2016,2DRU-A0149,In Service,151.135485,-33.850848
Fibre to the Basement,23/11/2017,2DRU-A0151,In Service,151.120164,-33.867757
Fibre to the Basement,23/11/2017,2DRU-A0152,In Service,151.120968,-33.866685
Fibre to the Basement,31/05/2019,2DRU-A0155,In Service,151.1535,-33.851157
Fibre to the Basement,31/05/2019,2DRU-A0157,In Service,151.151546,-33.852571
Fibre to the Basement,28/06/2019,2DRU-A0159,In Service,151.154286,-33.854801
Fibre to the Basement,24/01/2020,2DRU-A0168,In Service,151.131625,-33.846632
Fibre to the Basement,24/01/2020,2DRU-A0169,In Service,151.131759,-33.847045
Fibre to the Basement,24/01/2020,2DRU-A0170,In Service,151.131171,-33.84987
Fibre to the Basement,24/01/2020,2DRU-A0171,In Service,151.129915,-33.850853
Fibre to the Basement,24/01/2020,2DRU-A0172,In Service,151.127232,-33.850788
Fibre to the Basement,28/02/2020,2DRU-A0173,In Service,151.151133,-33.849373
Fibre to the Basement,28/02/2020,2DRU-A0174,In Service,151.155863,-33.85191
Fibre to the Basement,28/02/2020,2DRU-A0175,In Service,151.151304,-33.844085
Fibre to the Basement,28/02/2020,2DRU-A0176,In Service,151.151325,-33.842784
Fibre to the Basement,28/02/2020,2DRU-A0177,In Service,151.152556,-33.845016
Fibre to the Basement,28/02/2020,2DRU-A0178,In Service,151.152317,-33.844699
Fibre to the Basement,28/02/2020,2DRU-A0179,In Service,151.146023,-33.845495
Fibre to the Basement,28/02/2020,2DRU-A0180,In Service,151.14567,-33.845409
Fibre to the Basement,28/02/2020,2DRU-A0181,In Service,151.145425,-33.845214
Fibre to the Basement,28/02/2020,2DRU-A0182,In Service,151.147042,-33.844623
Fibre to the Basement,28/02/2020,2DRU-A0183,In Service,151.152731,-33.84561
Fibre to the Basement,31/01/2019,2DRU-A0208,Proposed,151.120416,-33.866818
Fibre to the Basement,21/02/2020,2DRU-A0211,In Service,151.129907,-33.864523
Fibre to the Basement,21/02/2020,2DRU-A0212,In Service,151.129817,-33.865201
Fibre to the Basement,21/02/2020,2DRU-A0213,In Service,151.129999,-33.870772
Fibre to the Basement,21/02/2020,2DRU-A0214,In Service,151.130064,-33.869394
Fibre to the Basement,21/02/2020,2DRU-A0215,In Service,151.122574,-33.870075
Fibre to the Basement,21/02/2020,2DRU-A0216,In Service,151.121662,-33.867628
Fibre to the Basement,21/02/2020,2DRU-A0218,In Service,151.12965,-33.866251
Fibre to the Basement,21/02/2020,2DRU-A0219,In Service,151.130544,-33.86594
Fibre to the Basement,21/02/2020,2DRU-A0220,In Service,151.131282,-33.869722
Fibre to the Basement,9/04/2020,2DRU-A0239,In Service,151.156093,-33.853196
Fibre to the Basement,9/04/2020,2DRU-A0240,In Service,151.16218,-33.855
Fibre to the Basement,9/04/2020,2DRU-A0241,In Service,151.163627,-33.855274
Fibre to the Basement,9/04/2020,2DRU-A0242,In Service,151.160565,-33.855775
Fibre to the Basement,9/04/2020,2DRU-A0243,In Service,151.155386,-33.85483
Fibre to the Basement,9/04/2020,2DRU-A0244,In Service,151.162256,-33.856111
Fibre to the Basement,24/04/2020,2DRU-A0245,In Service,151.154655,-33.845773
Fibre to the Basement,24/04/2020,2DRU-A0246,In Service,151.153607,-33.845941
Fibre to the Basement,24/04/2020,2DRU-A0247,In Service,151.1533,-33.845871
Fibre to the Basement,24/04/2020,2DRU-A0248,In Service,151.152868,-33.845793
Fibre to the Basement,24/04/2020,2DRU-A0249,In Service,151.155208,-33.845924
Fibre to the Basement,24/04/2020,2DRU-A0250,In Service,151.153994,-33.845952
Fibre to the Basement,24/04/2020,2DRU-A0251,In Service,151.156093,-33.846724
Fibre to the Basement,24/04/2020,2DRU-A0252,In Service,151.15663,-33.847985
Fibre to the Basement,24/04/2020,2DRU-A0253,In Service,151.157575,-33.848444
Fibre to the Basement,24/04/2020,2DRU-A0254,In Service,151.158217,-33.849103
Fibre to the Basement,24/04/2020,2DRU-A0255,In Service,151.158603,-33.849631
Fibre to the Basement,24/04/2020,2DRU-A0256,In Service,151.157577,-33.850988
Fibre to the Basement,24/04/2020,2DRU-A0257,In Service,151.1345,-33.853496
Fibre to the Basement,24/04/2020,2DRU-A0258,In Service,151.13294,-33.861704
Fibre to the Basement,24/04/2020,2DRU-A0259,In Service,151.133489,-33.861615
Fibre to the Basement,24/04/2020,2DRU-A0260,In Service,151.141838,-33.854775
Fibre to the Basement,24/04/2020,2DRU-A0261,In Service,151.140182,-33.854374
Fibre to the Basement,24/04/2020,2DRU-A0262,In Service,151.132702,-33.852991
Fibre to the Basement,8/05/2020,2DRU-A0263,In Service,151.139767,-33.8469
Fibre to the Basement,24/04/2020,2DRU-A0264,In Service,151.141731,-33.847368
Fibre to the Basement,24/04/2020,2DRU-A0265,In Service,151.133787,-33.851705
Fibre to the Basement,24/04/2020,2DRU-A0266,In Service,151.13633,-33.85151
Fibre to the Basement,24/04/2020,2DRU-A0267,In Service,151.133157,-33.851267
Fibre to the Basement,24/04/2020,2DRU-A0268,In Service,151.13309,-33.85084
Fibre to the Basement,15/05/2020,2DRU-A0269,In Service,151.134601,-33.850573
Fibre to the Basement,24/04/2020,2DRU-A0270,In Service,151.136517,-33.850271
Fibre to the Basement,24/04/2020,2DRU-A0271,In Service,151.137014,-33.849999
Fibre to the Basement,24/04/2020,2DRU-A0272,In Service,151.135959,-33.849693
Fibre to the Basement,24/04/2020,2DRU-A0273,In Service,151.136551,-33.849547
Fibre to the Basement,24/04/2020,2DRU-A0274,In Service,151.137088,-33.849515
Fibre to the Basement,24/04/2020,2DRU-A0275,In Service,151.1408,-33.84796
Fibre to the Basement,30/04/2020,2DRU-A0276,In Service,151.141212,-33.84746
Fibre to the Basement,24/04/2020,2DRU-A0277,In Service,151.134441,-33.851649
Fibre to the Basement,29/05/2020,2DRU-A0278,In Service,151.140154,-33.854999
Fibre to the Basement,29/05/2020,2DRU-A0279,In Service,151.136172,-33.858463
Fibre to the Basement,29/05/2020,2DRU-A0280,In Service,151.14235,-33.860067
Fibre to the Basement,29/05/2020,2DRU-A0281,In Service,151.138474,-33.862851
Fibre to the Basement,29/05/2020,2DRU-A0282,In Service,151.133466,-33.862712
Fibre to the Basement,31/01/2019,2DRU-A0285,Proposed,151.120168,-33.867918
Fibre to the Basement,30/11/2015,2DRU-A0299,In Service,151.136428,-33.851614
Fibre to the Basement,30/11/2015,2DRU-A0301,In Service,151.136469,-33.851509
Fibre to the Basement,26/06/2020,2DUR-A0040,In Service,151.014457,-33.691997
Fibre to the Basement,25/09/2020,2DUR-A0067,Proposed,151.055843,-33.656023
Fibre to the Basement,26/06/2020,2DUR-A0072,In Service,151.018835,-33.69361
Fibre to the Basement,25/09/2020,2DUR-A0073,Proposed,151.055596,-33.655501
Fibre to the Basement,30/06/2020,2DUR-A0074,In Service,151.029192,-33.702159
Fibre to the Basement,26/06/2020,2DUR-A0076,In Service,151.019669,-33.692484
Fibre to the Basement,26/06/2020,2DUR-A0077,In Service,151.018872,-33.692542
Fibre to the Basement,26/06/2020,2DUR-A0078,In Service,151.031894,-33.69779
Fibre to the Basement,26/06/2020,2DUR-A0079,In Service,151.031508,-33.698195
Fibre to the Basement,30/06/2020,2DUR-A0080,In Service,151.04605,-33.651947
Fibre to the Basement,26/10/2017,2EAS-A0795,In Service,151.219887,-33.878591
Fibre to the Basement,30/11/2015,2EAS-A0796,In Service,151.221554,-33.87648
Fibre to the Basement,24/08/2017,2EAS-A0797,In Service,151.226928,-33.885712
Fibre to the Basement,24/08/2017,2EAS-A0800,In Service,151.222543,-33.87525
Fibre to the Basement,25/02/2016,2EAS-A0802,In Service,151.225187,-33.878592
Fibre to the Basement,26/11/2015,2EAS-A0804,In Service,151.220958,-33.867411
Fibre to the Basement,24/08/2017,2EAS-A0805,In Service,151.226378,-33.872609
Fibre to the Basement,24/03/2016,2EAS-A0806,In Service,151.229091,-33.870924
Fibre to the Basement,29/02/2016,2EAS-A0808,In Service,151.225413,-33.868424
Fibre to the Basement,25/02/2016,2EAS-A0809,In Service,151.226053,-33.86859
Fibre to the Basement,29/05/2015,2EAS-A0810,In Service,151.222744,-33.870261
Fibre to the Basement,30/11/2015,2EAS-A0811,In Service,151.222492,-33.870976
Fibre to the Basement,28/08/2015,2EAS-A0812,In Service,151.223717,-33.871239
Fibre to the Basement,29/09/2016,2EAS-A0813,In Service,151.225154,-33.869969
Fibre to the Basement,24/08/2017,2EAS-A0814,In Service,151.225674,-33.870298
Fibre to the Basement,4/06/2015,2EAS-A0815,In Service,151.224436,-33.870321
Fibre to the Basement,4/06/2015,2EAS-A0816,In Service,151.224981,-33.870381
Fibre to the Basement,26/06/2015,2EAS-A0817,In Service,151.225474,-33.872048
Fibre to the Basement,30/09/2015,2EAS-A0818,In Service,151.223524,-33.872204
Fibre to the Basement,29/05/2015,2EAS-A0820,In Service,151.223905,-33.876215
Fibre to the Basement,27/10/2016,2EAS-A0821,In Service,151.226065,-33.87242
Fibre to the Basement,22/09/2016,2EAS-A0822,In Service,151.222907,-33.876037
Fibre to the Basement,24/03/2016,2EAS-A0823,In Service,151.227091,-33.872956
Fibre to the Basement,26/10/2017,2EAS-A0824,In Service,151.216454,-33.871839
Fibre to the Basement,29/10/2015,2EAS-A0825,In Service,151.222862,-33.869465
Fibre to the Basement,21/09/2017,2EAS-A0826,In Service,151.227069,-33.873511
Fibre to the Basement,30/09/2015,2EAS-A0830,In Service,151.223089,-33.875213
Fibre to the Basement,24/08/2017,2EAS-A0831,In Service,151.227078,-33.875988
Fibre to the Basement,31/08/2018,2EAS-A0834,In Service,151.223205,-33.88533
Fibre to the Basement,12/02/2018,2EAS-A0843,In Service,151.225265,-33.894333
Fibre to the Basement,28/03/2019,2EAS-A0851,In Service,151.22427,-33.887219
Fibre to the Basement,20/03/2020,2EAS-A0854,In Service,151.216847,-33.883038
Fibre to the Basement,31/07/2019,2EAS-A0863,In Service,151.213254,-33.884473
Fibre to the Basement,25/06/2020,2EAS-A0892,In Service,151.21684,-33.881702
Fibre to the Basement,14/05/2019,2EAS-A0894,In Service,151.219622,-33.881209
Fibre to the Basement,30/08/2019,2EAS-A0928,In Service,151.226695,-33.865049
Fibre to the Basement,28/06/2019,2EAS-A0930,In Service,151.220614,-33.880306
Fibre to the Basement,14/05/2019,2EAS-A0931,In Service,151.225496,-33.875472
Fibre to the Basement,25/06/2020,2EAS-A0932,In Service,151.226201,-33.874504
Fibre to the Basement,17/09/2019,2EAS-A0935,In Service,151.215964,-33.873699
Fibre to the Basement,3/06/2020,2EAS-A0960,In Service,151.219471,-33.880438
Fibre to the Basement,30/08/2019,2EAS-A1175,In Service,151.225858,-33.8668
Fibre to the Basement,30/04/2020,2EAS-A1180,In Service,151.22579,-33.883654
Fibre to the Basement,27/05/2020,2EAS-A1229,In Service,151.226668,-33.871098
Fibre to the Basement,29/10/2015,2EAS-A1251,In Service,151.222993,-33.869836
Fibre to the Basement,29/05/2015,2EAS-A1252,In Service,151.222723,-33.86983
Fibre to the Basement,28/09/2017,2EAS-A1256,Proposed,151.215509,-33.88343
Fibre to the Basement,12/05/2017,2EAS-A1259,Proposed,151.224626,-33.890819
Fibre to the Basement,26/11/2015,2EAS-A1261,In Service,151.219508,-33.86859
Fibre to the Basement,25/05/2017,2EDG-A0693,In Service,151.237092,-33.885025
Fibre to the Basement,27/04/2018,2EDG-A0695,In Service,151.235295,-33.880046
Fibre to the Basement,29/10/2015,2EDG-A0696,In Service,151.236539,-33.872635
Fibre to the Basement,12/11/2015,2EDG-A0697,In Service,151.234673,-33.879783
Fibre to the Basement,30/09/2015,2EDG-A0698,In Service,151.236561,-33.879489
Fibre to the Basement,30/06/2018,2EDG-A0699,In Service,151.23552,-33.879182
Fibre to the Basement,22/06/2017,2EDG-A0700,In Service,151.233932,-33.87902
Fibre to the Basement,30/09/2015,2EDG-A0701,In Service,151.235582,-33.877822
Fibre to the Basement,24/08/2017,2EDG-A0702,In Service,151.245695,-33.876914
Fibre to the Basement,23/07/2019,2EDG-A0708,In Service,151.240202,-33.884657
Fibre to the Basement,6/09/2019,2EDG-A0713,In Service,151.23215,-33.877086
Fibre to the Basement,3/06/2020,2EDG-A0779,In Service,151.23404,-33.878337
Fibre to the Basement,22/06/2017,2EDG-A0803,In Service,151.233782,-33.879177
Fibre to the Basement,24/08/2017,2EDG-A0811,In Service,151.246108,-33.876868
Fibre to the Basement,24/08/2017,2EDG-A0812,In Service,151.245255,-33.877138
Fibre to the Basement,24/03/2016,2EPP-A0621,In Service,151.080806,-33.771536
Fibre to the Basement,3/08/2018,2EPP-A0643,Proposed,151.104427,-33.766138
Fibre to the Basement,9/05/2018,2ERN-A0043,In Service,151.394265,-33.438351
Fibre to the Basement,6/04/2017,2ERN-A0082,In Service,151.39099,-33.437601
Fibre to the Basement,23/09/2019,2ERP-A0188,In Service,150.883366,-33.863608
Fibre to the Basement,31/10/2019,2ERP-A0189,In Service,150.901967,-33.876437
